ledger_id,employee_id,plan_code,plan_name,period,opening_balance,accrued_days,taken_days,adjusted_days,closing_balance,max_entitlement,last_updated,updated_by,ledger_status
LDGSQ28A5L5M,EMP00482,PL-PLAN-05,Paternity Leave,2024-Q4,4.07,5.58,3.76,2.67,8.56,30,2023-07-02,EMP00022,Final
LDG6JPX1SD6G,EMP00337,AL-PLAN-01,Annual Leave,2024-Q4,21.66,9.87,0.97,1.03,39.0,25,2025-01-29,EMP00002,Final
LDGCBQ3Q29AR,,AL-PLAN-01,Annual Leave,2024-Q4,5.8,8.06,11.74,-1.45,0.67,21,2023-03-08,EMP00010,Final
LDGPSRCY342Q,EMP00478,BL-PLAN-08,Bereavement Leave,2025-Q1,24.79,-5.0,9.21,-1.07,21.61,15,2023-10-14,EMP00003,Final
LDG4P2WKVD3D,EMP00539,PL-PLAN-05,Paternity Leave,2023-Q1,23.01,6.79,12.32,-2.51,-15.97,21,2023-11-18,EMP00022,Final
LDGBI7BL8F4A,EMP00410,CL-PLAN-03,Casual Leave,2024-Q1,6.6,5.88,0.37,1.21,13.32,30,2023-03-05,EMP00004,Draft
LDGBH0NHAEM7,EMP00466,PL-PLAN-05,Paternity Leave,2024-Q3,1.73,3.22,0.84,1.72,5.83,25,2024-01-14,EMP00008,Revised
LDGKYXISNGUW,EMP00387,AL-PLAN-01,Annual Leave,2024-Q3,18.91,2.95,20.82,-0.79,0.25,21,2023-04-05,EMP00013,Final
LDGWRW9ZE271,EMP00400,AL-PLAN-01,Annual Leave,INVALID-PERIOD,13.78,2.26,10.15,2.51,8.4,18,2023-02-14,EMP00021,Final
LDGV799T2L2U,EMP00036,PL-PLAN-05,Paternity Leave,2023-Q3,7.14,1.62,6.32,-1.5,0.94,25,2023-06-03,EMP00048,Final
LDG6OEZFZOBV,EMP00239,CL-PLAN-03,Casual Leave,2025-Q1,23.77,2.06,19.21,-2.58,4.04,18,2023-05-13,EMP00013,Draft
LDG6LIJ72AIW,EMP00448,ML-PLAN-04,Maternity Leave,2025-Q1,10.39,6.37,16.55,0.45,0.66,18,2023-02-08,EMP00045,Draft
LDGQ1XCTWQ06,EMP00612,AL-PLAN-01,Annual Leave,2024-Q3,18.24,5.15,9.61,1.65,15.43,15,2025-05-01,EMP00007,Revised
LDGBP1301YBK,EMP00434,CL-PLAN-03,Casual Leave,2024-Q3,,9.79,48.980000000000004,-1.67,-22.3,25,2025-05-21,EMP00044,Final
LDGXDZ183026,EMP00565,CL-PLAN-03,Casual Leave,2024-Q4,14.92,4.32,5.74,0.04,13.54,30,2024-05-23,EMP00018,Final
LDG4LBSN4GC7,,BL-PLAN-08,Bereavement Leave,2023-Q1,2.96,9.68,4.74,-0.69,7.21,20,2024-09-28,EMP00024,Final
LDGYI0OU3R9E,EMP00281,CO-PLAN-06,Compensatory Off,2024-Q4,4.51,5.42,4.57,2.91,8.27,21,2024-07-12,EMP00042,Final
LDG483ACJT5H,EMP00210,ML-PLAN-04,Maternity Leave,2023-Q1,19.12,8.07,2.22,-0.36,24.61,25,2023-10-27,EMP00042,Final
LDGUV2CJAP9Y,EMP00413,ML-PLAN-04,Maternity Leave,2023-Q1,16.58,9.77,14.08,-1.4,10.87,30,2023-07-04,EMP00040,Draft
LDGPKUDCJ2CZ,EMP00286,SL-PLAN-02,Sick Leave,2023-Q4,6.89,1.42,0.49,1.22,9.04,18,2024-07-04,EMP00007,Final
LDGHOW8HDTZ1,EMP00290,PL-PLAN-05,Paternity Leave,2024-Q2,20.28,-5.0,22.36,0.61,8.36,20,2024-06-09,EMP00025,Draft
LDGSGAUBET17,EMP00169,CO-PLAN-06,Compensatory Off,2024-Q3,1.79,5.68,2.32,2.28,7.43,21,2024-09-27,EMP00005,Final
LDG26M04KY89,EMP00669,PL-PLAN-05,Paternity Leave,2023-Q3,18.47,6.22,20.35,-0.51,38.0,25,2024-11-12,EMP00011,Final
LDGWUC8B214T,EMP00337,CL-PLAN-03,Casual Leave,2024-Q2,17.06,0.95,15.05,-1.02,1.94,18,2023-12-28,EMP00011,Final
LDGT09OA3R29,EMP00629,PL-PLAN-05,Paternity Leave,2023-Q1,2.47,4.46,4.24,1.37,4.06,18,2024-06-22,EMP00003,Final
LDG4561XTAFR,EMP00376,CO-PLAN-06,Compensatory Off,2024-Q2,7.17,9.44,13.21,-1.62,1.78,25,2023-03-17,EMP00008,Revised
LDGD8DGOO2MY,EMP00715,PL-PLAN-05,Paternity Leave,2023-Q3,3.43,6.48,6.99,2.62,5.54,21,2024-06-28,EMP00042,Final
LDGRAEIM6G59,EMP00230,CO-PLAN-06,Compensatory Off,2025-Q1,3.19,9.27,4.1,0.89,9.25,21,2024-10-11,EMP00042,Final
LDGYXM4TPBCO,,ML-PLAN-04,Maternity Leave,2024-Q1,10.22,9.85,5.19,-2.66,12.22,18,2024-11-28,EMP00024,Final
LDG2UXKR0D5H,EMP00708,CL-PLAN-03,Casual Leave,2024-Q1,11.3,6.32,3.21,0.38,14.79,25,2023-10-31,EMP00036,Final
LDG5IZ35EMLJ,EMP00508,AL-PLAN-01,Annual Leave,2023-Q1,10.11,3.13,3.4,-1.79,8.05,30,2023-06-13,EMP00033,Final
LDGHAYAQTI00,EMP00504,CL-PLAN-03,Casual Leave,2025-Q1,14.09,4.64,8.13,0.05,-11.65,20,2023-05-21,EMP00044,Final
LDGBBD86UT0Q,EMP00092,SL-PLAN-02,Sick Leave,2024-Q2,8.69,3.1,10.56,0.59,1.82,15,2024-05-03,EMP00013,Final
LDGXSWF9Z1W0,EMP00395,CO-PLAN-06,Compensatory Off,INVALID-PERIOD,18.4,2.24,11.32,0.22,9.54,15,2024-04-11,EMP00010,Draft
LDG2E3PCBIGO,EMP00471,AL-PLAN-01,Annual Leave,2023-Q2,21.75,3.13,1.62,0.59,23.85,25,2025-01-01,EMP00033,Revised
LDGEQCZYY73B,EMP00521,BL-PLAN-08,Bereavement Leave,2024-Q4,21.1,2.42,9.95,-1.13,12.44,21,2023-02-07,EMP00008,Final
LDG82XRVI9CX,EMP00549,AL-PLAN-01,Annual Leave,2024-Q1,12.19,3.99,11.9,-2.57,1.71,15,2025-05-18,EMP00004,Draft
LDGOT1MCMVLE,EMP00710,CO-PLAN-06,Compensatory Off,2023-Q2,24.78,-5.0,19.24,2.98,9.42,18,2024-05-12,EMP00027,Revised
LDGXV2HNBSF1,EMP00646,ML-PLAN-04,Maternity Leave,2023-Q1,20.18,3.38,14.13,-1.86,7.57,21,2025-01-27,EMP00036,Final
LDGKMUMHGT4A,EMP00298,AL-PLAN-01,Annual Leave,2024-Q1,10.08,4.7,12.21,-2.34,0.23,20,2024-05-25,EMP00037,Final
LDGV19JCD9MG,EMP00278,CL-PLAN-03,Casual Leave,2023-Q4,7.63,1.15,1.29,-0.98,-7.51,18,2024-02-04,EMP00047,Draft
LDGIAHBGZF3K,,SL-PLAN-02,Sick Leave,2023-Q4,3.22,8.06,8.23,0.79,3.84,30,2023-06-23,EMP00045,Final
LDGH4L0PINJK,EMP00280,ML-PLAN-04,Maternity Leave,2023-Q2,20.89,0.63,13.0,-0.9,7.62,20,2023-12-31,EMP00016,Final
LDG0NUSZFYFU,EMP00558,BL-PLAN-08,Bereavement Leave,2024-Q4,18.65,9.36,48.01,0.25,55.0,25,2025-04-27,EMP00038,Revised
LDGH6HAFDIDZ,EMP00143,PL-PLAN-05,Paternity Leave,2023-Q2,23.31,3.95,10.42,-2.93,13.91,25,2024-07-23,EMP00023,Draft
LDGBT9MGZ8I1,EMP00006,CO-PLAN-06,Compensatory Off,2023-Q2,20.63,8.0,11.87,2.42,19.18,25,2024-08-22,EMP00045,Final
LDG7GJFNSGKB,EMP00197,ML-PLAN-04,Maternity Leave,2023-Q4,13.7,7.36,14.5,-1.65,4.91,21,2023-12-22,EMP00036,Draft
LDGJNNMRU1LW,EMP00457,CO-PLAN-06,Compensatory Off,2023-Q4,15.94,2.9,18.11,0.05,0.78,18,2023-06-10,EMP00008,Final
LDGTSF8V8NTR,EMP00280,CO-PLAN-06,Compensatory Off,2023-Q2,17.02,9.15,16.16,2.92,12.93,30,2025-01-14,EMP00024,Final
LDGX3YP9PGJ3,EMP00568,ML-PLAN-04,Maternity Leave,2024-Q3,7.83,5.73,6.66,1.09,-8.99,25,2024-02-06,EMP00033,Final
LDGJQLKZFF87,EMP00209,ML-PLAN-04,Maternity Leave,2023-Q2,23.07,4.21,19.28,-0.46,7.54,18,2024-02-10,EMP00012,Final
LDGXI1PAYDQ9,EMP00058,SL-PLAN-02,Sick Leave,2023-Q4,0.93,0.69,0.09,0.83,2.36,15,2023-02-24,EMP00041,Final
LDG2RYEG6GIF,EMP00241,BL-PLAN-08,Bereavement Leave,2024-Q1,15.13,1.84,13.61,-2.26,1.1,18,2024-08-26,EMP00019,Final
LDGGHS1W618Z,EMP00590,SL-PLAN-02,Sick Leave,2023-Q2,19.25,8.77,4.48,-3.0,20.54,21,2024-01-05,EMP00007,Revised
LDGOW5VYWZFW,,ML-PLAN-04,Maternity Leave,2023-Q1,4.78,-5.0,0.3,-0.33,5.28,25,2023-05-02,EMP00013,Final
LDGAIBRIHXPM,EMP00096,CL-PLAN-03,Casual Leave,2023-Q1,22.43,9.32,11.58,-1.24,18.93,15,2023-06-09,EMP00020,Final
LDG3377F57JF,EMP00524,SL-PLAN-02,Sick Leave,2023-Q2,24.52,3.25,18.3,2.94,12.41,20,2023-08-29,EMP00026,Final
LDGB01PGGJL4,EMP00540,UL-PLAN-07,Unpaid Leave,2024-Q4,4.62,7.62,5.44,0.58,7.38,30,2024-09-30,EMP00015,Final
LDGJ0BZAESTF,EMP00422,SL-PLAN-02,Sick Leave,INVALID-PERIOD,,4.67,7.52,-2.67,-2.6399999999999997,20,2025-03-28,EMP00048,Draft
LDG4Z50V66OM,EMP00445,ML-PLAN-04,Maternity Leave,2025-Q1,8.42,0.6,2.5,1.03,7.55,18,2024-03-29,EMP00031,Draft
LDGM2288BGSY,EMP00419,BL-PLAN-08,Bereavement Leave,2024-Q3,5.38,0.09,0.92,-0.73,3.82,30,2024-04-25,EMP00040,Draft
LDG3EPABK8VL,EMP00123,UL-PLAN-07,Unpaid Leave,2023-Q1,17.21,5.1,3.01,-2.94,16.36,25,2023-12-13,EMP00012,Final
LDG3ODR6LT9C,EMP00215,AL-PLAN-01,Annual Leave,2025-Q1,24.89,0.86,22.91,0.04,2.88,18,2023-06-11,EMP00025,Draft
LDGSP1LBTTNU,EMP00146,AL-PLAN-01,Annual Leave,2023-Q4,20.61,8.83,27.15,3.0,5.29,30,2024-07-16,EMP00049,Final
LDG3NJL6H5N2,EMP00019,PL-PLAN-05,Paternity Leave,2025-Q1,21.6,2.94,4.95,1.86,47.0,30,2024-09-27,EMP00022,Final
LDGGHWPTL0G5,EMP00219,ML-PLAN-04,Maternity Leave,2024-Q3,10.41,3.15,7.05,-1.63,4.88,25,2025-05-08,EMP00021,Final
LDG3J3840I0P,EMP00565,CO-PLAN-06,Compensatory Off,2025-Q1,18.79,3.15,6.14,2.25,18.05,18,2024-05-16,EMP00011,Final
LDG315WRB5YX,,PL-PLAN-05,Paternity Leave,2023-Q4,13.22,7.61,14.48,-2.03,-5.32,21,2025-04-08,EMP00028,Final
LDGV4WZUE5PO,EMP00560,CL-PLAN-03,Casual Leave,2024-Q4,15.5,8.78,11.06,2.85,16.07,30,2023-07-26,EMP00013,Draft
LDGQ4MQXCBKG,EMP00391,SL-PLAN-02,Sick Leave,2023-Q3,23.42,3.82,3.91,1.25,24.58,20,2023-01-11,EMP00044,Final
LDGMOB7Y8WCI,EMP00436,CL-PLAN-03,Casual Leave,2023-Q4,15.39,0.55,6.47,2.93,12.4,15,2024-06-05,EMP00038,Final
LDGPDGUPK3AR,EMP00104,SL-PLAN-02,Sick Leave,2024-Q2,15.71,-5.0,18.08,1.26,5.74,21,2025-06-21,EMP00009,Draft
LDGTB0WBY1G6,EMP00246,CO-PLAN-06,Compensatory Off,2024-Q2,9.05,9.97,0.33,-2.18,16.51,21,2023-07-06,EMP00032,Final
LDGM2FNYUM8W,EMP00454,PL-PLAN-05,Paternity Leave,2024-Q3,12.97,3.28,36.25,-1.83,4.56,25,2024-06-30,EMP00027,Draft
LDGZ3IUY1BAH,EMP00671,UL-PLAN-07,Unpaid Leave,2023-Q1,18.3,7.36,8.94,2.44,19.16,25,2023-04-03,EMP00023,Final
LDGYMYMA5LTN,EMP00685,CL-PLAN-03,Casual Leave,2023-Q4,14.05,6.62,6.26,-0.05,14.36,21,2024-11-13,EMP00021,Final
LDG01B9M2XSJ,EMP00456,AL-PLAN-01,Annual Leave,2025-Q1,9.81,0.56,0.92,0.96,-11.41,30,2023-04-15,EMP00014,Final
LDGKKHHNFLTR,EMP00482,ML-PLAN-04,Maternity Leave,2023-Q1,24.3,2.99,17.41,-0.89,8.99,25,2025-06-22,EMP00027,Final
LDG7VZ6SLZGO,EMP00605,CO-PLAN-06,Compensatory Off,2023-Q1,20.36,5.09,2.44,-1.5,21.51,20,2024-07-04,EMP00039,Final
LDG5K11C95BG,EMP00297,CL-PLAN-03,Casual Leave,2023-Q2,12.26,0.11,4.41,-0.86,7.1,21,2023-05-17,EMP00036,Draft
LDGI35SNJLTJ,,CO-PLAN-06,Compensatory Off,2023-Q4,4.63,0.45,4.01,-2.32,-1.25,21,2023-02-21,EMP00040,Final
LDG9XYZXV0UP,EMP00387,AL-PLAN-01,Annual Leave,2024-Q2,20.32,3.98,9.64,2.96,17.62,21,2023-06-06,EMP00041,Revised
LDGSC6MNBB5A,EMP00581,PL-PLAN-05,Paternity Leave,2024-Q4,17.26,3.77,9.02,-0.64,11.37,15,2025-04-22,EMP00017,Final
LDG3TKIGPTRU,EMP00600,CL-PLAN-03,Casual Leave,INVALID-PERIOD,2.69,6.28,7.29,1.61,3.29,20,2023-02-12,EMP00043,Final
LDGSBMFQQGFO,EMP00719,CO-PLAN-06,Compensatory Off,2024-Q1,10.66,2.06,12.43,0.85,1.14,30,2024-11-13,EMP00003,Revised
LDGAZUFELO8U,EMP00033,SL-PLAN-02,Sick Leave,2023-Q2,8.51,1.15,3.75,-2.77,36.0,20,2025-04-29,EMP00011,Final
LDGO4BGKH4WV,EMP00023,BL-PLAN-08,Bereavement Leave,2024-Q4,14.55,1.23,12.78,1.01,4.01,25,2023-02-23,EMP00023,Final
LDG0RFKABCKY,EMP00108,ML-PLAN-04,Maternity Leave,2025-Q1,23.97,1.57,0.74,-0.05,24.75,15,2024-12-29,EMP00006,Final
LDGWZ9QGHX3J,EMP00422,AL-PLAN-01,Annual Leave,2024-Q1,10.29,-5.0,12.36,-2.4,1.13,30,2023-07-04,EMP00012,Final
LDGXCF4RGBFJ,EMP00497,CL-PLAN-03,Casual Leave,2023-Q2,4.33,1.38,5.64,-1.69,-1.62,20,2024-10-01,EMP00047,Final
LDG0JVW5ENWF,EMP00169,CL-PLAN-03,Casual Leave,2024-Q1,3.88,5.83,3.91,1.99,7.79,20,2024-10-12,EMP00043,Draft
LDGUUHSR9TZF,EMP00713,AL-PLAN-01,Annual Leave,2023-Q1,7.02,0.73,3.49,1.8,6.06,15,2023-11-19,EMP00003,Revised
LDGJT2KGBQ0U,EMP00597,ML-PLAN-04,Maternity Leave,2024-Q2,3.19,9.15,7.79,-2.4,2.15,18,2023-08-18,EMP00010,Draft
LDG9Y5EIST4W,,SL-PLAN-02,Sick Leave,2023-Q1,19.9,4.84,10.69,-1.69,12.36,20,2023-12-17,EMP00035,Final
LDG7YFPA84AU,EMP00164,PL-PLAN-05,Paternity Leave,2024-Q2,13.34,0.68,5.87,2.89,-12.04,25,2024-01-23,EMP00010,Revised
LDGW1GIYR1JC,EMP00351,SL-PLAN-02,Sick Leave,2023-Q4,18.75,4.49,4.26,2.39,21.37,15,2024-06-05,EMP00034,Final
LDGHJWUOAM3V,EMP00459,SL-PLAN-02,Sick Leave,2024-Q3,10.72,2.61,7.71,0.55,6.17,25,2025-01-24,EMP00026,Final
LDGXC7Z2ZYYO,EMP00105,PL-PLAN-05,Paternity Leave,2024-Q4,17.95,9.81,3.37,1.24,25.63,30,2023-06-18,EMP00014,Final
LDGG6BRFMF9X,EMP00461,CL-PLAN-03,Casual Leave,2024-Q1,19.76,6.54,10.12,-2.09,14.09,18,2023-01-21,EMP00015,Revised
LDGN6P5H65WZ,EMP00497,AL-PLAN-01,Annual Leave,2024-Q2,23.68,6.48,26.07,-1.71,2.38,25,2025-03-19,EMP00011,Final
LDG6HK93P3D3,EMP00261,CL-PLAN-03,Casual Leave,2025-Q1,10.82,8.07,7.93,-2.23,8.73,30,2023-10-15,EMP00006,Final
LDGKAOBYTHCK,EMP00567,SL-PLAN-02,Sick Leave,2024-Q1,20.49,3.27,7.25,-0.26,16.25,18,2023-04-26,EMP00006,Final
LDG0RO16OWWM,EMP00402,ML-PLAN-04,Maternity Leave,2024-Q1,19.54,6.65,17.86,0.32,8.65,25,2024-06-13,EMP00015,Final
LDGHR92EJRBN,EMP00330,UL-PLAN-07,Unpaid Leave,2025-Q1,,3.16,36.769999999999996,2.41,-15.22,18,2024-08-16,EMP00034,Revised
LDGVOVFJ2DX0,EMP00367,AL-PLAN-01,Annual Leave,2024-Q4,24.64,5.46,16.09,-2.48,11.53,18,2023-03-09,EMP00021,Final
LDGHVTY6TKTW,EMP00738,CL-PLAN-03,Casual Leave,2024-Q4,6.19,-5.0,10.02,-0.23,1.1,21,2025-03-11,EMP00049,Revised
LDG97A88MH2Z,,PL-PLAN-05,Paternity Leave,2024-Q1,12.02,7.4,7.12,1.27,31.0,18,2024-03-11,EMP00045,Revised
LDGI4E6LRI8V,EMP00048,CO-PLAN-06,Compensatory Off,2024-Q2,3.6,4.1,2.67,0.7,5.73,21,2025-04-06,EMP00023,Revised
LDGDQI14ASV1,EMP00307,ML-PLAN-04,Maternity Leave,INVALID-PERIOD,15.62,1.65,7.72,-1.41,8.14,25,2024-04-04,EMP00025,Final
LDGTELKQAYJX,EMP00735,CL-PLAN-03,Casual Leave,2024-Q4,9.45,3.26,11.52,-0.52,0.67,15,2024-09-07,EMP00017,Revised
LDGPUOYIOORH,EMP00732,PL-PLAN-05,Paternity Leave,2024-Q4,3.71,5.63,8.49,0.6,1.45,15,2023-09-23,EMP00003,Draft
LDGSWTFB61Z8,EMP00575,ML-PLAN-04,Maternity Leave,2023-Q3,18.36,3.86,2.79,-2.22,17.21,25,2023-03-18,EMP00024,Revised
LDG8YFF5BAFL,EMP00704,AL-PLAN-01,Annual Leave,2024-Q2,18.74,3.34,3.28,-0.2,-19.6,15,2023-09-01,EMP00001,Final
LDGSRTGKV6YB,EMP00656,PL-PLAN-05,Paternity Leave,2023-Q1,2.83,2.4,4.19,-2.79,-1.75,18,2024-07-12,EMP00048,Revised
LDGFME6LSP0J,EMP00411,PL-PLAN-05,Paternity Leave,2024-Q3,21.88,8.9,6.04,1.48,26.22,18,2023-01-17,EMP00014,Draft
LDGKZCQAF17L,EMP00003,CO-PLAN-06,Compensatory Off,2024-Q3,12.36,5.04,15.43,1.81,3.78,15,2024-12-05,EMP00033,Draft
LDG1EGIA9227,EMP00150,ML-PLAN-04,Maternity Leave,2023-Q1,3.22,8.44,9.76,2.23,4.13,30,2024-07-11,EMP00010,Final
LDGDB9VX6Y7P,EMP00702,UL-PLAN-07,Unpaid Leave,2025-Q1,6.19,3.63,3.7,-2.03,4.09,25,2023-12-01,EMP00049,Final
LDGFXNF1CUY3,EMP00223,PL-PLAN-05,Paternity Leave,2024-Q3,5.25,5.26,4.72,-2.73,3.06,18,2024-08-30,EMP00011,Final
LDGSKXFMQC4F,,AL-PLAN-01,Annual Leave,2024-Q2,13.04,1.32,3.83,0.52,11.05,20,2024-10-29,EMP00044,Final
LDGAULI7AM73,EMP00664,SL-PLAN-02,Sick Leave,2024-Q1,13.14,4.32,10.13,-2.9,4.43,15,2025-04-06,EMP00041,Final
LDGFHSIIA3LU,EMP00652,ML-PLAN-04,Maternity Leave,2023-Q3,12.96,1.54,1.87,2.83,-16.46,30,2025-05-15,EMP00029,Draft
LDGYR1YRIC4Z,EMP00189,BL-PLAN-08,Bereavement Leave,2023-Q3,13.04,-5.0,5.87,-0.56,13.47,15,2024-12-15,EMP00015,Final
LDG3O5HNRC81,EMP00193,BL-PLAN-08,Bereavement Leave,2024-Q1,14.06,6.57,14.64,-2.33,3.66,30,2023-07-08,EMP00050,Draft
LDG6UO0BECB7,EMP00305,PL-PLAN-05,Paternity Leave,2024-Q4,16.57,4.22,2.18,-1.98,16.63,25,2024-11-12,EMP00046,Final
LDGETG1EQDJZ,EMP00612,CL-PLAN-03,Casual Leave,2025-Q1,23.41,8.36,28.04,1.77,5.5,20,2025-06-28,EMP00038,Final
LDG57H1G82MS,EMP00332,AL-PLAN-01,Annual Leave,2023-Q1,19.55,3.24,1.48,1.58,22.89,15,2023-01-31,EMP00048,Final
LDGKELXHZJVQ,EMP00428,CL-PLAN-03,Casual Leave,2025-Q1,3.13,7.44,6.95,-0.33,52.0,30,2025-02-09,EMP00025,Final
LDGT7T7CVGF1,EMP00432,SL-PLAN-02,Sick Leave,2024-Q2,5.48,5.8,8.91,2.4,4.77,25,2024-09-13,EMP00026,Revised
LDGPEVABJ52B,EMP00178,BL-PLAN-08,Bereavement Leave,2024-Q2,17.41,7.05,9.8,0.86,15.52,18,2025-04-25,EMP00032,Revised
LDG6L1GRV3UN,EMP00417,CL-PLAN-03,Casual Leave,2025-Q1,11.73,3.76,15.08,0.01,-1.42,21,2025-01-05,EMP00028,Draft
LDGZRSFKWUKV,EMP00385,UL-PLAN-07,Unpaid Leave,2023-Q1,19.06,8.69,8.94,-1.42,17.39,15,2023-10-22,EMP00015,Final
LDGTW1HGRFIH,,CL-PLAN-03,Casual Leave,2024-Q1,22.45,3.31,11.39,0.87,15.24,15,2023-07-22,EMP00048,Revised
LDGHZ556CEOB,EMP00765,SL-PLAN-02,Sick Leave,INVALID-PERIOD,17.4,0.88,38.28,-1.9,6.66,18,2023-09-19,EMP00042,Final
LDGJUD361YHT,EMP00557,PL-PLAN-05,Paternity Leave,2023-Q2,1.69,4.32,4.75,-2.69,-1.43,30,2023-03-29,EMP00030,Final
LDG8L36I8YTK,EMP00405,CO-PLAN-06,Compensatory Off,2023-Q4,12.09,7.9,17.12,-0.02,2.85,18,2024-03-20,EMP00010,Final
LDG1XUD677CE,EMP00238,AL-PLAN-01,Annual Leave,2023-Q1,8.93,0.85,1.02,-1.38,7.38,21,2024-07-07,EMP00046,Draft
LDGTWRW9TWDN,EMP00266,CL-PLAN-03,Casual Leave,2024-Q1,14.26,3.29,2.22,-2.67,12.66,15,2023-05-30,EMP00005,Final
LDGRR85DK3BN,EMP00063,UL-PLAN-07,Unpaid Leave,2024-Q3,21.39,9.43,9.08,-0.22,21.52,25,2023-10-13,EMP00014,Draft
LDGEA6E82038,EMP00109,PL-PLAN-05,Paternity Leave,2023-Q4,20.14,-5.0,7.22,-2.74,-19.48,15,2023-09-17,EMP00006,Revised
LDGSJA95N2AZ,EMP00215,UL-PLAN-07,Unpaid Leave,2025-Q1,3.26,2.26,4.61,-0.79,0.12,15,2024-06-01,EMP00028,Draft
LDGBEUD2AA3B,EMP00612,AL-PLAN-01,Annual Leave,2024-Q2,0.83,1.64,0.74,2.57,4.3,18,2024-05-19,EMP00032,Final
LDG7EA4I8PKL,EMP00194,BL-PLAN-08,Bereavement Leave,2024-Q3,21.28,5.94,21.56,-2.64,3.02,20,2024-10-16,EMP00010,Draft
LDGGSEL1D4F4,EMP00456,UL-PLAN-07,Unpaid Leave,2024-Q3,0.35,5.71,2.87,0.01,3.2,15,2023-08-26,EMP00003,Final
LDGX7N3N6S2F,EMP00528,SL-PLAN-02,Sick Leave,2024-Q3,23.2,8.37,11.72,-1.5,18.35,15,2024-03-24,EMP00041,Final
LDGESPPNJXB2,,ML-PLAN-04,Maternity Leave,2024-Q1,1.8,7.85,0.8,-0.83,8.02,30,2024-09-30,EMP00008,Revised
LDGI6RPTGO3R,EMP00081,CL-PLAN-03,Casual Leave,2023-Q4,4.28,0.08,1.12,-2.43,0.81,20,2024-11-01,EMP00049,Final
LDGO4YORQ1LB,EMP00043,PL-PLAN-05,Paternity Leave,2025-Q1,15.39,5.61,15.96,2.34,7.38,20,2024-09-15,EMP00027,Final
LDGCZ68C9HXF,EMP00695,UL-PLAN-07,Unpaid Leave,2024-Q1,,9.02,14.95,0.9,34.0,20,2023-07-20,EMP00040,Draft
LDGJEJV0D8ZA,EMP00634,CO-PLAN-06,Compensatory Off,2023-Q1,16.91,1.97,11.77,-0.34,6.77,25,2023-05-10,EMP00031,Final
LDGEEIX2FZ50,EMP00476,AL-PLAN-01,Annual Leave,2023-Q3,12.85,7.74,1.74,2.8,21.65,15,2023-01-31,EMP00016,Revised
LDG5S6M5KP4M,EMP00544,CL-PLAN-03,Casual Leave,2024-Q3,7.51,5.37,11.55,-0.43,0.9,30,2024-11-07,EMP00039,Final
LDG8YBIRTNI3,EMP00155,SL-PLAN-02,Sick Leave,2023-Q2,17.44,3.73,5.29,0.97,16.85,25,2024-06-20,EMP00019,Final
LDGRJATND2I4,EMP00221,ML-PLAN-04,Maternity Leave,2023-Q1,1.78,8.82,3.8,2.47,9.27,30,2024-10-10,EMP00023,Final
LDGBREVSGK1Y,EMP00645,UL-PLAN-07,Unpaid Leave,2023-Q2,16.57,5.89,4.17,-0.86,17.43,30,2025-04-23,EMP00039,Final
LDG4KFJZNIFO,EMP00059,AL-PLAN-01,Annual Leave,2024-Q3,6.16,8.46,4.4,-0.51,9.71,30,2024-09-18,EMP00016,Final
LDGR321LDGIL,EMP00465,ML-PLAN-04,Maternity Leave,2025-Q1,18.99,-5.0,4.98,-1.83,20.6,15,2024-05-03,EMP00049,Revised
LDGJG5RQXUCV,EMP00344,PL-PLAN-05,Paternity Leave,2025-Q1,14.93,3.44,12.12,-0.54,-6.71,30,2025-01-23,EMP00003,Final
LDGK4D0M2NP9,,CO-PLAN-06,Compensatory Off,INVALID-PERIOD,0.35,7.86,5.04,0.73,3.9,30,2023-08-09,EMP00022,Revised
LDG89B7ILPH0,EMP00712,UL-PLAN-07,Unpaid Leave,2023-Q4,8.93,9.51,0.03,0.33,18.74,30,2024-05-21,EMP00020,Final
LDGHUOH49J6S,EMP00607,UL-PLAN-07,Unpaid Leave,2024-Q3,20.03,7.59,7.47,2.74,22.89,20,2023-08-06,EMP00009,Final
LDGEVLH0DVB2,EMP00463,ML-PLAN-04,Maternity Leave,2024-Q4,7.53,2.42,8.28,2.5,4.17,30,2024-08-18,EMP00041,Draft
LDGRSJHCT9T8,EMP00241,CO-PLAN-06,Compensatory Off,2024-Q4,4.43,0.12,3.47,-0.77,0.31,21,2025-03-13,EMP00004,Revised
LDGAGFA44FRC,EMP00626,CL-PLAN-03,Casual Leave,2023-Q2,2.83,1.73,24.560000000000002,0.35,4.42,25,2025-05-14,EMP00024,Final
LDG0NVJ6U3W7,EMP00135,CO-PLAN-06,Compensatory Off,2023-Q1,13.13,4.78,11.5,-1.93,4.48,20,2023-10-04,EMP00016,Draft
LDG5E6UER0HP,EMP00463,UL-PLAN-07,Unpaid Leave,2023-Q1,17.48,6.12,19.9,1.15,4.85,20,2024-12-05,EMP00050,Final
LDG7T6D1M08D,EMP00276,CL-PLAN-03,Casual Leave,2025-Q1,15.79,3.74,1.26,-2.02,-17.25,18,2023-08-28,EMP00045,Final
LDGZPJ62NPR0,EMP00302,BL-PLAN-08,Bereavement Leave,2023-Q3,4.02,7.42,7.56,1.26,5.14,30,2024-10-18,EMP00035,Final
LDG23MP08LUC,EMP00732,ML-PLAN-04,Maternity Leave,2024-Q4,15.45,2.5,15.44,1.41,3.92,20,2023-04-11,EMP00013,Draft
