holiday_id,holiday_name,holiday_date,day_of_week,holiday_type,location,country,year,is_optional,applicable_depts,created_by,created_date
HOL000212,Boxing Day,2025-11-22,Saturday,Optional Holiday,London,UK,2025,Y,All,HR_ADMIN,2024-11-15
HOL000213,Republic Day,2025-07-26,Saturday,Company Holiday,Mumbai,India,2025,N,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000214,Gandhi Jayanti,2025-11-24,Monday,Company Holiday,Mumbai,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000215,Independence Day,2025-02-11,Tuesday,National Holiday,Mumbai,India,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000216,Dussehra,INVALID-DATE-FORMAT,Saturday,Religious Holiday,Mumbai,India,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000217,,2025-01-12,Sunday,Optional Holiday,Mumbai,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000218,Makar Sankranti,2025-04-28,Monday,Company Holiday,Mumbai,India,2025,Y,All,HR_ADMIN,2024-11-15
HOL000219,Gandhi Jayanti,2025-07-18,Friday,Company Holiday,Mumbai,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000220,Diwali,2025-06-01,Sunday,Company Holiday,Mumbai,India,1899,N,All,HR_ADMIN,2024-11-15
HOL000221,Christmas,2025-01-14,Tuesday,Bank Holiday,Mumbai,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000222,Dussehra,2025-11-13,Thursday,Optional Holiday,Mumbai,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000223,Independence Day,2025-10-09,Thursday,National Holiday,Bengaluru,India,2025,Y,All,HR_ADMIN,2024-11-15
HOL000224,,2025-02-21,Friday,Company Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000225,Holi,2025-09-03,Saturday,National Holiday,Bengaluru,India,2025,N,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000226,Eid ul-Fitr,2025-04-07,Monday,National Holiday,Bengaluru,India,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000227,Republic Day,2025-03-18,Tuesday,Religious Holiday,Bengaluru,India,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000228,Republic Day,INVALID-DATE-FORMAT,Thursday,Religious Holiday,Bengaluru,India,2025,Y,All,HR_ADMIN,2024-11-15
HOL000229,Makar Sankranti,2025-12-23,Tuesday,Bank Holiday,Bengaluru,India,2025,N,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000230,Republic Day,2025-12-07,Sunday,Religious Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000231,,2025-11-15,Saturday,Optional Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000232,Republic Day,2025-07-21,Monday,Company Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000233,Holi,2025-12-20,Saturday,National Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000234,Independence Day,2025-12-05,Friday,Bank Holiday,Bengaluru,India,2025,Y,All,HR_ADMIN,2024-11-15
HOL000235,Christmas,2025-09-28,Sunday,Bank Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000236,Gandhi Jayanti,2025-08-28,Thursday,Optional Holiday,Bengaluru,India,2025,N,All,HR_ADMIN,2024-11-15
HOL000237,Deepavali,2025-02-21,Friday,Company Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000238,,2025-07-07,Monday,Religious Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000239,National Day,2025-02-25,Tuesday,Optional Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000240,Christmas,INVALID-DATE-FORMAT,Wednesday,Company Holiday,Singapore,Singapore,1899,N,All,HR_ADMIN,2024-11-15
HOL000241,Chinese New Year,2025-06-20,Friday,Bank Holiday,Singapore,Singapore,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000242,New Year,2025-09-22,Monday,National Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000243,Chinese New Year,2025-08-28,Thursday,Optional Holiday,Singapore,Singapore,2025,Y,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000244,Vesak Day,2025-10-03,Friday,Company Holiday,Singapore,Singapore,2025,N,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000245,,2025-03-24,Monday,Religious Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000246,Christmas,2025-07-02,Wednesday,Company Holiday,Singapore,Singapore,2025,Y,All,HR_ADMIN,2024-11-15
HOL000247,Christmas,2025-03-09,Sunday,Company Holiday,Singapore,Singapore,2025,Y,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000248,Good Friday,2025-08-03,Sunday,Religious Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000249,Labour Day,2025-12-27,Saturday,Company Holiday,Singapore,Singapore,2025,N,All,HR_ADMIN,2024-11-15
HOL000250,Eid ul-Fitr,2025-03-17,Saturday,National Holiday,Dubai,UAE,2025,N,All,HR_ADMIN,2024-11-15
HOL000251,UAE National Day,2025-12-06,Saturday,Optional Holiday,Dubai,UAE,2025,Y,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000252,,INVALID-DATE-FORMAT,Saturday,Bank Holiday,Dubai,UAE,2025,N,All,HR_ADMIN,2024-11-15
HOL000253,UAE National Day,2025-11-21,Friday,Bank Holiday,Dubai,UAE,2025,N,All,HR_ADMIN,2024-11-15
HOL000254,UAE National Day,2025-12-02,Tuesday,Optional Holiday,Dubai,UAE,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000255,New Year,2025-08-09,Saturday,National Holiday,Dubai,UAE,2025,N,All,HR_ADMIN,2024-11-15
HOL000256,Eid ul-Fitr,2025-08-13,Wednesday,Religious Holiday,Dubai,UAE,2025,Y,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000257,Commemoration Day,2025-05-08,Thursday,Optional Holiday,Dubai,UAE,2025,N,All,HR_ADMIN,2024-11-15
HOL000258,Islamic New Year,2025-05-09,Friday,National Holiday,Dubai,UAE,2025,Y,All,HR_ADMIN,2024-11-15
HOL000259,,2025-06-06,Friday,National Holiday,Dubai,UAE,2025,Y,All,HR_ADMIN,2024-11-15
HOL000260,Eid ul-Fitr,2025-02-16,Sunday,National Holiday,Dubai,UAE,1899,N,All,HR_ADMIN,2024-11-15
HOL000261,Eid ul-Fitr,2025-11-16,Sunday,Religious Holiday,Dubai,UAE,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000262,Thanksgiving,2025-04-16,Wednesday,Optional Holiday,Toronto,USA,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000263,Memorial Day,2025-01-07,Tuesday,Company Holiday,Toronto,USA,2025,Y,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000264,MLK Day,INVALID-DATE-FORMAT,Tuesday,Optional Holiday,Toronto,USA,2025,N,All,HR_ADMIN,2024-11-15
HOL000265,Presidents Day,2025-03-24,Monday,Religious Holiday,Toronto,USA,2025,Y,All,HR_ADMIN,2024-11-15
HOL000266,,2025-10-13,Monday,Bank Holiday,Toronto,USA,2025,N,All,HR_ADMIN,2024-11-15
HOL000267,MLK Day,2025-07-24,Thursday,National Holiday,Toronto,USA,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000268,Independence Day,2025-02-02,Sunday,National Holiday,Toronto,USA,2025,N,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000269,MLK Day,2025-09-30,Tuesday,Bank Holiday,Toronto,USA,2025,Y,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000270,New Year,2025-05-07,Wednesday,Company Holiday,Toronto,USA,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000271,Presidents Day,2025-07-03,Thursday,Bank Holiday,Sydney,USA,2025,Y,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000272,New Year,2025-05-16,Friday,Religious Holiday,Sydney,USA,2025,Y,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000273,,2025-12-09,Tuesday,Religious Holiday,Sydney,USA,2025,Y,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000274,Columbus Day,2025-03-24,Monday,National Holiday,Sydney,USA,2025,N,All,HR_ADMIN,2024-11-15
HOL000275,Columbus Day,2025-11-25,Saturday,Company Holiday,Sydney,USA,2025,N,"Sales,Marketing",HR_ADMIN,2024-11-15
HOL000276,Christmas,INVALID-DATE-FORMAT,Sunday,National Holiday,Sydney,USA,2025,N,All,HR_ADMIN,2024-11-15
HOL000277,Christmas,2025-05-01,Thursday,Optional Holiday,Sydney,USA,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000278,Memorial Day,2025-11-14,Friday,Bank Holiday,Sydney,USA,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
HOL000279,Christmas,2025-06-19,Thursday,Optional Holiday,Sydney,USA,2025,N,"Engineering,Finance",HR_ADMIN,2024-11-15
