summary_id,employee_id,month_year,working_days,days_present,days_absent,days_wfh,late_arrivals,early_departures,overtime_hours,total_hours_logged,attendance_pct,leave_days_taken,loss_of_pay_days,department,shift,approved_by
ATTFQ8XX2V2,EMP00060,2025-02,23,21,2,8,3,3,3.9,171.9,91.3,2,0,Human Resources,Day,EMP00016
ATTV0PHRKKC,EMP00124,2023-09,20,24,1,10,4,2,19.6,171.6,95.0,1,0,Product,Flexible,EMP00026
ATT9UJDKSLR,EMP00494,2025-05,22,17,5,8,1,1,18.1,154.1,77.3,0,0,Product,Day,EMP00044
ATTE0N8O7LE,EMP00764,2025-06,23,20,3,10,5,3,15.3,175.3,87.0,0,1,Engineering,Day,EMP00037
ATTFZ5TBWXW,EMP00786,2024-09,20,16,4,4,2,1,16.1,144.1,80.0,4,2,Product,Flexible,EMP00024
ATTZ9OJJH6W,EMP00531,2023-01,22,16,6,1,27,3,-5.0,134.9,72.7,6,2,Human Resources,Day,EMP00029
ATTHBJL7CN8,,2024-01,21,20,-1,5,3,3,0.9,160.9,95.2,1,1,Engineering,Day,EMP00044
ATTFKYK2OPU,EMP00182,2024-05,20,20,0,0,4,0,1.5,161.5,100.0,0,2,Marketing,Day,EMP00050
ATT605RQADI,EMP00105,2024-04,23,19,4,8,1,2,15.0,167.0,82.6,1,1,Legal,Day,EMP00038
ATTQRVEMROK,EMP00144,2023-05,21,16,5,2,0,0,12.1,140.1,150.0,5,0,Sales,Day,EMP00030
ATTQLM69GZL,EMP00546,2025-02,20,22,4,8,5,3,2.6,130.6,80.0,2,1,Human Resources,Day,EMP00045
ATT5T0H7FZ7,EMP00069,2025-06,23,20,3,10,3,1,10.0,170.0,87.0,0,2,Operations,Day,EMP00024
ATTU9FQUECE,EMP00370,2024-10,20,19,1,2,0,1,1.5,153.5,95.0,1,0,Sales,Flexible,EMP00031
ATT0SHKZK67,EMP00716,2024-06,0,16,4,2,5,0,0.7,128.7,80.0,2,0,Engineering,Flexible,EMP00012
ATTQ1IY75Z5,EMP00431,2025-05,23,20,3,8,1,3,15.1,175.1,87.0,2,2,Product,Day,EMP00021
ATTI98BXZN1,EMP00588,2024-02,22,19,3,1,1,1,1.4,153.4,86.4,0,1,Operations,Day,EMP00016
ATT91HQB5ST,EMP00572,2025-06,22,21,1,6,0,3,8.6,,95.5,0,1,Legal,Night,EMP00038
ATT7LVXTSR4,EMP00702,2024-11,23,18,5,3,4,1,1.8,145.8,78.3,0,2,Finance,Flexible,EMP00035
ATTEN67VI8Z,EMP00410,2024-08,21,21,0,8,3,0,5.1,173.1,100.0,0,0,Marketing,Day,EMP00042
ATTB3I5Q46U,EMP00315,2023-04,23,27,-1,4,2,2,19.6,155.6,73.9,6,1,Engineering,Flexible,EMP00015
ATTOI5L2SI2,EMP00438,2024-11,23,18,5,4,2,0,9.0,153.0,78.3,0,0,Sales,Day,EMP00036
ATTVYIV2QRM,EMP00244,2024-09,23,15,8,9,0,3,1.0,121.0,65.2,8,1,Marketing,Day,EMP00048
ATTCSLGSH7U,EMP00789,2024-03,22,15,7,5,2,0,12.1,132.1,68.2,7,2,Human Resources,Night,EMP00008
ATTG8GIY4JS,,2024-05,20,20,0,10,4,3,18.3,178.3,100.0,0,0,Finance,Day,EMP00019
ATT0JL2N5CT,EMP00169,2025-03,21,18,3,1,4,1,3.4,147.4,85.7,0,2,Human Resources,Night,EMP00017
ATTBCHTLF50,EMP00653,2023-08,21,16,5,3,3,2,15.0,143.0,76.2,2,0,Finance,Night,EMP00037
ATT9CU97LO6,EMP00460,2023-04,23,17,6,7,3,2,6.0,142.0,73.9,1,2,Finance,Day,EMP00029
ATTVZQIJY4J,EMP00342,2023-08,23,19,4,6,4,2,-5.0,163.4,82.6,3,0,Finance,Day,EMP00042
ATTUDU4XVYL,EMP00191,2023-01,21,23,5,1,5,1,1.9,129.9,76.2,4,1,Marketing,Day,EMP00018
ATTH61WGT7I,EMP00162,2025-04,23,19,4,10,1,3,9.9,161.9,82.6,3,1,Operations,Night,EMP00045
ATTS6SYEVES,EMP00280,2024-02,21,17,4,2,2,1,13.3,149.3,81.0,2,0,Product,Day,EMP00042
ATTRSNNLCBU,EMP00767,2024-03,20,18,2,5,5,1,4.0,148.0,90.0,2,1,Engineering,Day,EMP00041
ATT3W6MC134,EMP00213,2024-10,22,15,-1,0,2,0,0.3,120.3,68.2,1,1,Operations,Flexible,EMP00037
ATTF0GQ78KV,EMP00143,2023-06,23,16,7,8,4,1,5.6,133.6,69.6,6,0,Operations,Day,EMP00025
ATTPE1TLRH1,EMP00646,2023-05,20,17,3,7,1,0,19.7,155.7,85.0,0,1,Human Resources,Day,EMP00040
ATTW0DZQWOF,EMP00498,2025-05,23,20,3,10,5,1,11.0,171.0,87.0,2,0,Human Resources,Day,EMP00016
ATTLKCFPHYR,EMP00420,2025-02,22,21,1,1,2,1,3.1,171.1,95.5,0,0,Sales,Day,EMP00002
ATTDESCKHHN,EMP00729,2024-08,20,25,5,7,5,0,14.9,134.9,150.0,4,2,Product,Day,EMP00039
ATTBH7IZ5HF,EMP00272,2024-02,22,20,2,6,0,1,15.4,175.4,90.9,0,2,Legal,Day,EMP00048
ATTJ88B6KQU,EMP00785,2024-06,22,17,5,4,4,0,12.5,148.5,77.3,0,1,Legal,Day,EMP00019
ATT5DD4S265,,2023-08,21,20,1,1,1,0,4.7,164.7,95.2,0,1,Marketing,Day,EMP00034
ATTIT3ZPFZ8,EMP00728,2024-11,22,18,4,0,0,3,4.0,148.0,81.8,0,0,Product,Flexible,EMP00013
ATTLP8FJB97,EMP00114,2025-05,21,18,3,8,1,1,7.8,151.8,85.7,1,1,Human Resources,Day,EMP00030
ATTHE60EX3I,EMP00227,2023-10,20,15,5,0,0,1,8.2,128.2,75.0,1,2,Marketing,Day,EMP00036
ATTGSU5ZB1L,EMP00661,2023-06,20,20,0,9,1,3,2.9,162.9,100.0,0,1,Finance,Day,EMP00033
ATTXDRMEQFD,EMP00314,2023-04,21,16,-1,9,2,1,3.3,131.3,76.2,4,0,Operations,Day,EMP00002
ATTW7OIL4W4,EMP00746,2025-03,22,27,4,2,2,1,17.9,161.9,81.8,0,2,Product,Day,EMP00032
ATTKYRPT7K8,EMP00779,2024-09,22,17,5,4,5,1,8.5,144.5,77.3,0,1,Finance,Night,EMP00031
ATTYDZNYRTC,EMP00772,2023-07,23,17,6,7,1,3,5.5,141.5,73.9,5,2,Marketing,Flexible,EMP00028
ATT255ZA3A5,EMP00308,2024-10,20,15,5,2,25,3,-5.0,,75.0,3,1,Engineering,Day,EMP00050
ATT5DA433KM,EMP00497,2024-05,22,20,2,5,2,1,8.8,168.8,90.9,1,1,Engineering,Day,EMP00003
ATTJCFL9G66,EMP00576,2024-08,0,16,4,1,5,3,11.2,139.2,80.0,3,2,Human Resources,Flexible,EMP00038
ATTKREEAKHZ,EMP00436,2024-12,23,15,8,0,1,1,11.8,131.8,65.2,8,0,Operations,Flexible,EMP00005
ATTHFJ94RAC,EMP00182,2024-03,20,20,0,7,3,1,4.3,164.3,100.0,0,1,Product,Flexible,EMP00033
ATTPUBDHAT8,EMP00275,2024-07,21,20,1,5,0,1,2.6,162.6,95.2,0,1,Legal,Night,EMP00017
ATT3TWL0YX7,EMP00373,2025-03,23,26,2,8,3,2,4.1,172.1,91.3,0,2,Operations,Day,EMP00006
ATTYSXEJ6TY,EMP00312,2023-11,20,15,5,9,4,0,12.6,132.6,75.0,2,0,Operations,Day,EMP00040
ATTKGJEAZ3P,,2024-09,21,19,2,6,3,2,14.2,166.2,90.5,2,2,Marketing,Night,EMP00049
ATTJYPCEYHV,EMP00373,2024-04,21,17,-1,6,3,0,8.1,144.1,81.0,4,2,Legal,Night,EMP00027
ATT2HR1785I,EMP00193,2024-02,20,15,5,5,1,1,2.6,122.6,75.0,0,1,Human Resources,Flexible,EMP00043
ATTV21MKBP9,EMP00214,2024-08,21,18,3,10,1,0,1.9,145.9,85.7,2,1,Engineering,Flexible,EMP00037
ATTN9YE0HP3,EMP00344,2024-10,22,15,7,8,2,2,3.9,123.9,68.2,5,2,Engineering,Day,EMP00034
ATT8OONY9M1,EMP00341,2024-11,21,17,4,1,3,1,3.5,139.5,81.0,1,1,Legal,Day,EMP00015
ATTWLCVFZ4G,EMP00030,2025-02,20,20,0,2,5,2,2.5,162.5,100.0,0,2,Finance,Day,EMP00022
ATTWXNPMQFZ,EMP00538,2025-04,22,26,1,5,5,0,5.8,173.8,95.5,1,1,Sales,Day,EMP00041
ATTDITMKS9R,EMP00481,2025-02,20,18,2,8,4,0,1.6,145.6,150.0,2,1,Legal,Day,EMP00036
ATT5GB6U7PT,EMP00466,2024-10,22,21,1,8,4,3,9.2,177.2,95.5,1,1,Sales,Day,EMP00025
ATTLG5RB83W,EMP00049,2023-08,23,20,3,9,5,1,13.4,173.4,87.0,2,2,Marketing,Day,EMP00009
ATTCS8FDQTA,EMP00044,2023-01,20,18,2,6,2,0,10.9,154.9,90.0,1,0,Product,Night,EMP00037
ATT45340SF1,EMP00401,2025-02,23,21,2,0,5,3,6.4,174.4,91.3,1,1,Marketing,Day,EMP00047
ATTOKTEZYW6,EMP00690,2023-12,20,18,2,1,0,0,19.1,163.1,90.0,2,1,Legal,Day,EMP00006
ATT4ERFMPUL,EMP00750,2024-06,21,19,-1,5,3,2,-5.0,154.4,90.5,2,1,Marketing,Flexible,EMP00046
ATTVY1YDG8F,EMP00425,2023-03,22,17,5,1,3,0,12.8,148.8,77.3,0,0,Marketing,Night,EMP00035
ATTVFR0M5MR,EMP00625,2023-08,22,27,4,1,3,2,5.3,149.3,81.8,0,1,Marketing,Flexible,EMP00027
ATTDHC7ZEMD,,2024-12,20,17,3,0,2,2,12.4,148.4,85.0,2,2,Engineering,Day,EMP00001
ATT7557P6HU,EMP00271,2023-11,20,15,5,3,5,3,17.4,137.4,75.0,4,2,Legal,Night,EMP00044
ATTOI2YA02F,EMP00152,2025-04,22,20,2,8,1,1,7.6,167.6,90.9,2,1,Finance,Day,EMP00048
ATTVR7348T8,EMP00573,2024-08,20,19,1,3,1,2,12.5,164.5,95.0,0,0,Sales,Night,EMP00032
ATTFQ9IKZJP,EMP00543,2025-04,20,17,3,0,5,2,4.2,140.2,85.0,0,0,Product,Day,EMP00026
ATTR2UDZ9X3,EMP00555,2024-10,23,15,8,3,2,3,12.3,132.3,65.2,0,0,Product,Flexible,EMP00014
ATTEZ6ICEW4,EMP00638,2024-06,22,15,7,3,0,0,17.1,137.1,68.2,1,0,Operations,Flexible,EMP00003
ATTD4651WKP,EMP00006,2023-05,23,17,6,9,0,1,11.9,147.9,73.9,0,0,Product,Day,EMP00040
ATTRE0A8MTQ,EMP00260,2025-02,20,22,2,0,0,2,14.2,,90.0,0,2,Product,Day,EMP00017
ATT7Y2S3Z8U,EMP00110,2023-07,22,18,4,5,5,3,17.9,161.9,81.8,0,1,Legal,Flexible,EMP00003
ATT1W3BH6XY,EMP00493,2024-01,20,19,-1,0,5,3,12.5,164.5,95.0,0,2,Marketing,Day,EMP00006
ATTQPGXFHFT,EMP00009,2025-04,21,19,2,7,0,1,4.3,156.3,90.5,1,2,Sales,Night,EMP00001
ATTXDQMB0O4,EMP00378,2025-01,21,19,2,6,4,0,0.0,152.0,90.5,2,2,Human Resources,Day,EMP00018
ATTYF2IJ0KC,EMP00046,2024-02,23,17,6,3,5,0,2.1,138.1,73.9,4,2,Product,Flexible,EMP00035
ATT9ZA15PVX,EMP00587,2024-02,20,18,2,6,2,1,18.0,162.0,90.0,1,0,Sales,Day,EMP00037
ATTHW9L93HW,EMP00443,2023-09,0,15,7,9,5,2,10.1,130.1,68.2,2,2,Sales,Flexible,EMP00019
ATT3HQ3EN1Y,EMP00155,2024-10,21,20,1,8,3,1,12.4,172.4,95.2,0,0,Sales,Night,EMP00025
ATTMSHT9OZC,,2023-03,21,26,3,6,0,0,13.2,157.2,85.7,0,1,Sales,Flexible,EMP00041
ATTGK99IEQU,EMP00725,2023-04,22,22,0,3,5,0,19.0,195.0,100.0,0,0,Engineering,Day,EMP00010
ATTTSYXIEUB,EMP00691,2025-06,21,16,5,10,26,1,-5.0,129.4,150.0,0,0,Engineering,Day,EMP00013
ATTGPOUBJGM,EMP00522,2023-11,20,18,2,8,0,3,13.7,157.7,90.0,2,1,Product,Day,EMP00038
ATT18JFK35H,EMP00244,2024-12,22,15,7,6,3,3,0.1,120.1,68.2,0,1,Finance,Day,EMP00047
ATTANSGLP9T,EMP00642,2023-03,20,19,1,10,1,3,2.4,154.4,95.0,1,0,Sales,Day,EMP00043
ATTR33QAAD9,EMP00755,2024-01,21,17,-1,2,5,1,20.0,156.0,81.0,4,0,Sales,Flexible,EMP00009
ATTV85W31NQ,EMP00741,2024-10,23,23,0,7,2,3,9.2,193.2,100.0,0,0,Engineering,Day,EMP00021
ATTJ4RK8013,EMP00063,2023-08,21,19,2,10,4,3,15.4,167.4,90.5,1,1,Engineering,Day,EMP00025
ATTBK3AMQYC,EMP00628,2023-05,20,23,0,2,3,3,19.6,179.6,100.0,0,0,Engineering,Day,EMP00045
ATTZ33HSR5E,EMP00261,2024-04,21,19,2,9,3,2,11.7,163.7,90.5,0,2,Engineering,Night,EMP00024
ATT5QDCAM7X,EMP00348,2024-12,20,19,1,4,0,1,14.7,166.7,95.0,1,0,Product,Day,EMP00029
ATT1291H3SZ,EMP00626,2024-09,20,16,4,6,1,1,7.2,135.2,80.0,1,2,Operations,Day,EMP00017
ATTMLCHECI4,EMP00667,2025-04,20,19,1,5,0,2,14.3,166.3,95.0,0,0,Marketing,Night,EMP00018
ATTNKKJ7DZ7,EMP00651,2023-04,20,19,1,4,3,0,2.9,154.9,95.0,1,1,Human Resources,Day,EMP00023
ATTH40BG19H,EMP00153,2024-11,20,20,0,4,3,1,18.5,178.5,100.0,0,1,Operations,Day,EMP00043
ATTB9DMR3UE,EMP00428,2024-12,20,19,1,1,0,0,12.7,164.7,95.0,1,0,Sales,Day,EMP00022
ATT5MUH3DAJ,,2023-10,20,20,0,7,5,0,15.7,175.7,100.0,0,0,Human Resources,Day,EMP00003
ATT563UW7TC,EMP00074,2023-01,22,27,6,1,4,0,12.9,140.9,72.7,6,1,Operations,Day,EMP00038
ATTC1FTVNUW,EMP00196,2023-10,20,19,-1,8,3,3,19.7,171.7,95.0,1,1,Product,Night,EMP00030
ATTJK7WCM7R,EMP00437,2024-03,21,18,3,2,2,2,18.4,162.4,85.7,1,0,Sales,Night,EMP00005
ATT5LVPF0O9,EMP00220,2024-11,21,18,3,7,4,1,0.0,144.0,85.7,1,1,Legal,Flexible,EMP00050
ATTR3TEYZNY,EMP00412,2023-06,22,18,4,1,2,2,15.5,159.5,81.8,1,2,Finance,Day,EMP00037
ATTYL0LIT63,EMP00483,2024-11,20,18,2,9,1,2,17.9,161.9,90.0,1,2,Marketing,Night,EMP00014
ATTVOSGO4JM,EMP00277,2023-09,22,17,5,9,4,1,-5.0,,77.3,4,0,Product,Day,EMP00002
ATT3FN5J6JW,EMP00601,2023-01,23,20,3,4,1,1,2.8,162.8,87.0,2,1,Legal,Day,EMP00037
ATT58Y2Z4X6,EMP00309,2025-03,23,19,4,5,3,2,3.0,155.0,82.6,3,0,Human Resources,Day,EMP00001
ATTVX7MWNT9,EMP00474,2023-10,21,23,2,4,5,2,5.3,157.3,90.5,2,1,Finance,Flexible,EMP00035
ATT7UYHOQS3,EMP00541,2023-05,21,21,0,4,3,2,1.9,169.9,100.0,0,0,Operations,Night,EMP00004
ATTPOKSB76K,EMP00057,2023-10,22,17,5,6,0,2,6.3,142.3,77.3,4,1,Marketing,Night,EMP00014
ATT85IBWZEL,EMP00336,2023-04,23,22,1,2,5,0,5.0,181.0,150.0,1,0,Sales,Day,EMP00001
ATTAUDBD9JM,EMP00696,2024-01,23,16,7,1,4,1,12.5,140.5,69.6,0,0,Finance,Day,EMP00049
ATT6GTTKYY2,EMP00759,2023-08,20,15,-1,2,0,0,5.0,125.0,75.0,2,0,Product,Flexible,EMP00048
ATTYAIUQYXQ,EMP00675,2023-04,20,19,1,4,4,1,13.6,165.6,95.0,0,0,Product,Day,EMP00016
ATTUN2OVFMW,,2024-03,20,20,0,6,0,2,4.9,164.9,100.0,0,0,Engineering,Day,EMP00014
ATTBQDGKW6T,EMP00495,2023-04,21,16,5,7,3,0,14.0,142.0,76.2,5,0,Marketing,Day,EMP00006
ATT7X8XGQTW,EMP00690,2024-12,0,27,6,10,4,0,13.2,149.2,73.9,4,2,Legal,Day,EMP00009
ATTF002XU6N,EMP00564,2024-09,21,16,5,9,3,2,4.3,132.3,76.2,4,0,Operations,Night,EMP00040
ATTJ2A21YMG,EMP00380,2023-02,22,19,3,1,4,2,9.9,161.9,86.4,2,0,Operations,Night,EMP00017
ATT0IJ2RKLY,EMP00686,2025-02,23,20,3,8,1,0,16.6,176.6,87.0,0,1,Marketing,Day,EMP00026
ATTDYJOWU3Z,EMP00400,2023-07,22,20,2,6,4,3,13.3,173.3,90.9,2,2,Engineering,Day,EMP00050
ATTFPLIVJJH,EMP00244,2024-07,21,18,3,6,2,0,4.0,148.0,85.7,3,1,Engineering,Day,EMP00044
ATTVKGJEKFK,EMP00512,2024-12,21,15,6,8,2,0,16.0,136.0,71.4,1,1,Marketing,Night,EMP00041
ATTFNA7HGX8,EMP00416,2023-02,22,16,6,10,3,1,11.1,139.1,72.7,6,0,Product,Day,EMP00011
ATTGVNRRZXP,EMP00366,2023-10,22,21,1,0,1,0,12.7,180.7,95.5,0,2,Marketing,Day,EMP00012
ATTQXH7WBEQ,EMP00175,2025-01,22,26,-1,5,0,3,3.1,171.1,95.5,1,0,Finance,Night,EMP00039
ATTJX2GN8NN,EMP00246,2023-10,21,15,6,7,26,3,-5.0,127.0,71.4,4,2,Finance,Day,EMP00009
ATTFSGNGKVV,EMP00425,2025-01,21,17,4,0,2,3,14.5,150.5,81.0,1,1,Sales,Day,EMP00049
ATTB31F7CDI,EMP00631,2024-10,20,20,0,0,1,3,5.7,165.7,100.0,0,2,Operations,Day,EMP00035
ATTC0N33GJZ,EMP00796,2023-12,20,18,2,6,0,0,8.8,152.8,90.0,0,0,Finance,Night,EMP00012
ATTHQXD8BXR,EMP00367,2023-06,23,22,1,2,4,1,13.2,189.2,95.7,1,2,Legal,Day,EMP00017
ATTV1LYEXGF,,2024-06,23,15,8,2,2,1,2.0,122.0,65.2,6,1,Operations,Day,EMP00004
ATTRBARFH5W,EMP00129,2024-09,22,18,4,4,3,0,19.5,163.5,81.8,0,0,Finance,Night,EMP00050
ATT3WDQW7EQ,EMP00484,2024-08,23,19,4,8,4,0,2.1,154.1,82.6,2,2,Engineering,Day,EMP00023
ATT28Q35SL4,EMP00014,2024-11,22,27,7,1,4,2,10.5,130.5,68.2,2,2,Marketing,Day,EMP00005
ATT66BJA6JL,EMP00438,2023-12,23,17,6,2,4,3,11.8,147.8,73.9,3,1,Sales,Flexible,EMP00006
ATT7HDK7H8O,EMP00378,2023-10,22,19,3,0,0,2,4.5,156.5,86.4,1,2,Operations,Flexible,EMP00029
ATTS8J0LDLU,EMP00141,2024-12,21,17,4,7,2,3,16.4,,81.0,0,2,Finance,Flexible,EMP00032
ATTLKESWXDO,EMP00033,2024-09,20,19,-1,4,3,0,6.8,158.8,150.0,0,2,Operations,Night,EMP00034
ATT7SEG0VCN,EMP00312,2023-06,21,16,5,5,1,3,1.2,129.2,76.2,2,1,Finance,Day,EMP00015
ATTMMT4JVN4,EMP00467,2023-04,22,22,0,0,3,2,2.0,178.0,100.0,0,1,Human Resources,Day,EMP00008
ATTDS4LDIPD,EMP00766,2024-10,21,15,6,5,0,2,11.2,131.2,71.4,3,1,Marketing,Day,EMP00027
ATTS4R3ET1D,EMP00590,2024-11,20,18,2,1,4,2,3.5,147.5,90.0,2,2,Legal,Day,EMP00041
ATTYXCC049Y,EMP00160,2023-08,21,26,3,1,5,0,1.4,145.4,85.7,3,1,Product,Day,EMP00003
ATT6T6FEZ9R,EMP00561,2023-11,22,21,1,1,3,1,3.6,171.6,95.5,1,1,Finance,Day,EMP00037
ATT31FOQW40,EMP00441,2023-10,22,19,3,9,2,3,0.1,152.1,86.4,3,0,Human Resources,Day,EMP00027
ATT14AOB4A0,EMP00335,2023-11,22,21,1,2,2,3,6.9,174.9,95.5,0,2,Marketing,Day,EMP00020
ATTFHHP7MKX,EMP00206,2025-01,22,21,1,7,0,1,5.0,173.0,95.5,1,1,Finance,Day,EMP00044
ATT3YXJCW80,,2024-12,21,15,6,2,3,2,-5.0,132.1,71.4,6,0,Human Resources,Day,EMP00047
ATT8NAPL2HO,EMP00032,2024-02,20,20,0,1,3,0,16.0,176.0,100.0,0,0,Product,Flexible,EMP00040
ATTDVNIB3JE,EMP00113,2025-01,20,17,3,8,2,1,2.3,138.3,85.0,0,2,Marketing,Flexible,EMP00029
ATTI7DQ57PM,EMP00780,2024-11,23,22,-1,8,0,0,3.3,179.3,95.7,1,1,Sales,Day,EMP00042
ATTJ8ATKE3X,EMP00560,2023-04,21,23,5,6,0,0,16.4,144.4,76.2,5,0,Operations,Flexible,EMP00038
ATTMSQ5G1SL,EMP00361,2023-12,23,21,2,10,1,3,15.3,183.3,91.3,1,1,Operations,Day,EMP00045
ATTD1YKQUZ4,EMP00403,2023-06,0,17,5,0,1,1,9.8,145.8,77.3,5,2,Human Resources,Day,EMP00025
ATTBVT97YW9,EMP00497,2024-04,22,17,5,4,4,3,2.2,138.2,77.3,2,0,Sales,Day,EMP00031
ATTE18ENNDC,EMP00289,2023-05,22,21,1,9,0,1,11.6,179.6,95.5,0,0,Operations,Night,EMP00027
ATTXCBI7VY3,EMP00087,2023-09,22,22,0,6,0,0,0.7,176.7,100.0,0,1,Product,Day,EMP00033
ATT6648KE2P,EMP00628,2023-06,21,20,1,5,3,0,12.5,172.5,95.2,1,1,Sales,Day,EMP00009
ATTG643TMQA,EMP00240,2023-05,23,15,8,1,1,1,19.0,139.0,65.2,7,0,Engineering,Day,EMP00044
ATT6YOBPNBI,EMP00507,2025-03,21,20,1,6,4,1,18.9,178.9,95.2,1,2,Product,Day,EMP00036
ATT1JKD2CL9,EMP00527,2025-06,23,26,1,0,4,3,3.3,179.3,95.7,1,0,Legal,Night,EMP00033
ATT9NZNTJS1,EMP00625,2023-12,23,19,4,7,5,2,14.6,166.6,82.6,4,0,Legal,Night,EMP00034
ATTXH52QI0T,EMP00150,2024-09,20,16,4,0,1,3,14.5,142.5,80.0,0,0,Engineering,Day,EMP00013
ATTOBT980ZZ,EMP00101,2023-01,22,20,-1,10,3,0,17.4,177.4,90.9,1,0,Sales,Day,EMP00029
ATTM0ASUFIU,,2025-05,23,15,8,3,1,3,18.9,138.9,65.2,7,1,Operations,Night,EMP00026
ATT5J1HUW2X,EMP00358,2024-10,22,22,0,10,4,3,4.5,180.5,150.0,0,1,Human Resources,Flexible,EMP00015
ATT1TW0R6N4,EMP00280,2025-05,23,19,4,6,3,3,11.4,163.4,82.6,0,1,Product,Day,EMP00016
ATTSOG4N35W,EMP00101,2025-05,21,17,4,4,0,1,12.5,148.5,81.0,0,2,Marketing,Day,EMP00034
ATTO2OYMHHS,EMP00424,2024-12,20,17,3,2,4,2,9.3,145.3,85.0,0,2,Engineering,Day,EMP00021
ATTW3FWPOBJ,EMP00044,2023-03,22,27,3,10,27,3,-5.0,,86.4,0,0,Engineering,Night,EMP00020
ATT4E71BRXT,EMP00197,2023-08,23,21,2,9,2,0,8.5,176.5,91.3,0,2,Operations,Day,EMP00021
ATTG2AUNNKO,EMP00287,2023-07,20,20,0,2,0,3,4.6,164.6,100.0,0,0,Product,Day,EMP00001
ATTIPVCBTV4,EMP00057,2023-09,22,21,1,9,1,0,4.8,172.8,95.5,0,2,Human Resources,Day,EMP00001
ATT5Z56A0GY,EMP00105,2025-03,23,23,0,3,1,3,19.8,203.8,100.0,0,0,Legal,Day,EMP00024
ATTRENWUFEA,EMP00637,2023-01,23,19,4,2,2,1,14.6,166.6,82.6,0,1,Engineering,Night,EMP00043
ATT25DAIOPA,EMP00795,2023-03,22,20,2,5,5,3,18.8,178.8,90.9,1,2,Sales,Day,EMP00029
ATTL8PTZ0HY,EMP00368,2024-05,22,17,-1,0,2,3,1.4,137.4,77.3,2,1,Product,Day,EMP00001
ATTBPFES8OM,EMP00381,2024-04,22,18,4,10,3,0,5.6,149.6,81.8,1,2,Finance,Day,EMP00041
ATT2CWXESS7,EMP00317,2024-05,22,24,5,0,1,0,8.7,144.7,77.3,5,2,Finance,Day,EMP00043
ATTQDZLUL24,EMP00609,2024-07,20,15,5,5,1,2,4.5,124.5,75.0,2,1,Finance,Day,EMP00049
ATTR2LHQYCZ,EMP00133,2025-05,21,20,1,6,3,1,16.0,176.0,95.2,0,2,Legal,Day,EMP00039
ATT0TEF7WXP,,2023-07,23,18,5,2,1,0,9.8,153.8,78.3,4,1,Operations,Day,EMP00023
ATTCW3NDXIR,EMP00006,2023-12,21,20,1,1,1,1,2.2,162.2,95.2,0,2,Human Resources,Flexible,EMP00026
ATTCD0XRPEL,EMP00729,2023-02,20,15,5,2,5,3,1.7,121.7,75.0,2,0,Sales,Flexible,EMP00013
ATT0MOUPXSO,EMP00559,2023-12,23,15,8,9,1,3,15.8,135.8,65.2,8,2,Engineering,Day,EMP00022
ATT5X078TPB,EMP00043,2023-03,23,15,8,10,2,0,9.3,129.3,65.2,2,2,Human Resources,Day,EMP00033
ATTM85PGT24,EMP00084,2023-04,23,22,1,4,4,3,6.1,182.1,95.7,0,0,Legal,Day,EMP00022
ATTISHZERNK,EMP00221,2025-05,20,24,3,10,0,2,2.0,138.0,85.0,0,0,Operations,Day,EMP00026
ATTHY3S3X9D,EMP00310,2025-05,22,22,0,9,0,1,12.8,188.8,100.0,0,2,Operations,Flexible,EMP00003
ATTPEMR6213,EMP00054,2025-03,21,15,-1,0,2,1,12.7,132.7,71.4,4,0,Human Resources,Flexible,EMP00027
ATTA6YCJ9O6,EMP00611,2025-02,23,15,8,5,1,2,9.0,129.0,65.2,4,0,Marketing,Day,EMP00035
ATTFUE77MT8,EMP00208,2025-03,0,20,2,10,0,2,-5.0,171.3,90.9,2,2,Human Resources,Flexible,EMP00019
ATTUR8KE3J2,EMP00085,2023-09,21,17,4,3,0,2,14.5,150.5,81.0,0,2,Marketing,Night,EMP00011
ATT6C3T844Q,EMP00220,2023-11,23,15,8,6,1,3,5.1,125.1,150.0,1,2,Marketing,Flexible,EMP00008
ATTAGLWWAAN,EMP00648,2025-03,20,16,4,6,5,1,8.4,136.4,80.0,0,1,Engineering,Day,EMP00017
ATTHBBP5BPK,EMP00152,2023-09,22,22,0,7,2,0,9.2,185.2,100.0,0,2,Legal,Day,EMP00033
ATTADUVW8GC,EMP00160,2025-05,23,28,6,9,4,0,6.7,142.7,73.9,4,2,Product,Day,EMP00024
ATT6508HRH2,EMP00529,2023-02,23,23,0,4,5,2,13.7,197.7,100.0,0,1,Sales,Flexible,EMP00023
ATTFKKPBETN,,2024-03,20,18,2,3,4,1,11.3,155.3,90.0,0,0,Operations,Day,EMP00028
ATTDKAC83W3,EMP00148,2024-07,21,19,2,8,2,0,3.1,155.1,90.5,0,0,Finance,Night,EMP00049
ATTGV3TWCM9,EMP00071,2024-11,23,19,4,2,0,3,14.0,166.0,82.6,4,0,Human Resources,Day,EMP00017
ATT4XE300BJ,EMP00333,2023-03,20,15,5,0,1,2,8.3,128.3,75.0,2,1,Sales,Flexible,EMP00026
ATT77J87UHC,EMP00172,2025-04,20,15,-1,3,2,3,18.5,,75.0,1,1,Engineering,Day,EMP00025
ATTFXZEI00X,EMP00607,2023-03,22,20,2,5,1,1,1.3,161.3,90.9,0,1,Operations,Day,EMP00037
