payment_id,order_id,customer_id,payment_method,payment_amount,payment_date,payment_status,currency,transaction_ref,gateway
PAY200226,ORD100074,CUST00358,Bank Transfer,3420.36,2023-03-11,Pending,USD,5P7VWKFU90FP,Razorpay
PAY200227,ORD100971,CUST00418,Bank Transfer,3680.56,2023-12-31,Completed,USD,ORR5SR5ET3H7,Paytm
PAY200228,ORD101115,CUST00539,Credit Card,4534.96,2024-01-03,Completed,AED,52F7GFPPSYAZ,Razorpay
PAY200229,ORD100916,CUST00660,Cash on Delivery,2015.56,2024-03-20,Failed,INR,G7V6TVQUILTE,PayPal
PAY200230,ORD101274,CUST00489,Net Banking,-2427.35,2022-11-08,Failed,SGD,4NA46N0ABCZ7,Stripe
PAY200231,ORD100902,CUST00112,UPI,4465.11,2024-03-04,Refunded,XYZ,UU8F855MDTCE,PayPal
PAY200232,ORD101076,CUST00439,Cash on Delivery,244.92,2024-01-10,Completed,USD,ZGJZG8U6MQBI,Stripe
PAY200233,ORD100289,CUST00604,Credit Card,1021.08,2022-09-10,Pending,GBP,WCS4BJU8OXM9,Razorpay
PAY200234,ORD100465,CUST00872,Debit Card,985.71,2025-05-23,Completed,SGD,AGB2RH7326XP,PayPal
PAY200235,ORD101175,CUST00463,Cash on Delivery,1849.23,2024-08-19,Failed,USD,ZL5Y31K88NO1,Paytm
PAY200236,ORD100523,CUST00051,Net Banking,3615.79,2025-01-16,Pending,GBP,XJNJ0KX69XP7,Square
PAY200237,ORD100406,CUST00683,PayPal,3750.31,2023-07-03,Pending,GBP,U4X7X8W43H93,Square
PAY200238,ORD100641,CUST00247,,813.57,2024-08-01,Failed,SGD,Q76KF5O2UXXK,Adyen
PAY200239,ORD100881,CUST00612,Credit Card,3468.02,2025-01-01,Failed,USD,12LC9BGJQ0AQ,PayPal
PAY200240,ORD_GHOST_2,CUST00777,PayPal,-3037.37,2023-02-06,Completed,AED,Q6RF8LW7Y8AU,Stripe
PAY200241,ORD100129,CUST00432,UPI,731.65,2025-02-19,Completed,GBP,BEZA9AGULM5F,Paytm
PAY200242,ORD101221,CUST00272,Cash on Delivery,3870.3,2023-04-22,INVALID_STATUS,AED,W3LCZ6EIMB9G,PayPal
PAY200243,ORD100378,CUST00472,PayPal,4094.72,2022-11-02,Refunded,AED,63MYSRTTYMMC,Adyen
PAY200244,ORD100883,CUST00042,PayPal,4001.02,2022-06-15,Pending,GBP,DR6K3LYYZ7PR,Square
PAY200245,ORD100220,CUST00426,Net Banking,2305.36,2023-05-22,Failed,AED,D44Y3NPZ5GP5,Razorpay
PAY200246,ORD100868,CUST00030,Credit Card,2592.79,2024-12-12,Refunded,AED,FV7PIVPA47V8,Paytm
PAY200247,ORD101011,CUST00061,Bank Transfer,1588.29,2022-03-08,Failed,SGD,3T7EY0PYDG1K,Razorpay
PAY200248,ORD101087,CUST00570,UPI,2676.43,2022-03-20,Failed,USD,XXCN3ON4FG0D,PayPal
PAY200249,ORD100271,CUST00483,Net Banking,1840.97,2024-01-30,Refunded,AED,GVDLV0WGD4HK,Paytm
PAY200250,ORD101259,CUST00382,Credit Card,-1163.87,2022-06-23,Pending,SGD,REXLOYEYQE68,Stripe
PAY200251,ORD100925,CUST00219,Credit Card,4293.3,2024-11-08,Refunded,INR,YDBSIWFVIUCL,Razorpay
PAY200252,ORD101391,CUST00472,,2203.99,2024-09-18,Completed,GBP,,PayPal
PAY200253,ORD100104,CUST00011,Credit Card,4053.88,2022-12-30,Pending,AED,0SUTBH7W5GLO,Paytm
PAY200254,ORD100096,CUST00244,UPI,3260.44,2022-04-08,Completed,SGD,22JYQMWT0IPS,Stripe
PAY200255,ORD100154,CUST00250,Net Banking,4159.02,2022-09-28,Pending,USD,B1DINDLFDTTN,Razorpay
PAY200256,ORD100355,CUST00033,Bank Transfer,3866.19,2023-02-08,Completed,AED,S0WI4IUYD7RI,Paytm
PAY200257,ORD101229,CUST00013,PayPal,2355.99,2024-11-11,Failed,AED,PGBMCZDBRAEI,Square
PAY200258,ORD100747,CUST00893,Cash on Delivery,3981.67,2024-12-27,Failed,USD,GQTCD21W2KJN,Square
PAY200259,ORD100967,CUST00146,UPI,3103.33,2023-12-06,Refunded,USD,VQRIQYE1SOFP,Square
PAY200260,ORD_GHOST_5,CUST00411,Cash on Delivery,-577.43,2024-04-02,Refunded,AED,T7NRQH4S03B0,Razorpay
PAY200261,ORD101342,CUST00735,Bank Transfer,3819.05,2023-08-15,Refunded,USD,K25GP0A8D2OD,PayPal
PAY200262,ORD100356,CUST00642,Debit Card,3371.16,2024-02-07,Failed,SGD,IV90H7JAJLTU,Square
PAY200263,ORD101045,CUST00495,Net Banking,4638.51,2023-03-20,Pending,USD,BTRVXOI41UG8,Adyen
PAY200264,ORD101216,CUST00117,Net Banking,3323.54,2022-12-10,INVALID_STATUS,XYZ,LIC6B0YUCQEF,Paytm
PAY200265,ORD100254,CUST00532,PayPal,1003.27,2022-06-29,Completed,AED,Z18X4RYS04SJ,Square
PAY200266,ORD100977,CUST00292,,2929.09,2024-07-08,Completed,GBP,F5DEK429M0TT,Stripe
PAY200267,ORD100019,CUST00444,Bank Transfer,431.0,2023-03-09,Failed,AED,5DO3GQ83QG5O,Paytm
PAY200268,ORD101222,CUST00313,Net Banking,3063.57,2023-03-23,Completed,USD,U6SYVUVO9GB1,Adyen
PAY200269,ORD100026,CUST00512,UPI,430.46,2024-10-08,Pending,INR,EH9H72IQ4LU1,Stripe
PAY200270,ORD100635,CUST00706,Debit Card,-3030.15,2022-04-26,Refunded,INR,V0N1SMP85Y7T,Stripe
PAY200271,ORD100313,CUST00494,PayPal,4260.53,2023-03-23,Pending,INR,616D3CV0L5C0,PayPal
PAY200272,ORD101010,CUST00889,Credit Card,2133.81,2023-01-03,Pending,INR,OBZOUJJ30TLD,Paytm
PAY200273,ORD100445,CUST00795,Credit Card,310.97,2023-05-12,Refunded,SGD,OXM8BVZL5UQW,Adyen
PAY200274,ORD100065,CUST00576,PayPal,4927.09,2025-06-05,Pending,USD,QW6L87PSCH8Q,Paytm
PAY200275,ORD100927,CUST00030,Credit Card,2417.18,2022-10-06,Refunded,INR,Z9ZGEGG4JYS2,Adyen
PAY200276,ORD100470,CUST00831,Bank Transfer,4056.42,2024-04-23,Pending,INR,0PLA6D2KG1T4,Razorpay
PAY200277,ORD101370,CUST00685,Debit Card,202.55,2023-07-27,Failed,USD,ZLOZ7E0PCM9A,Square
PAY200278,ORD100583,CUST00106,Debit Card,1579.2,2023-12-21,Completed,INR,QL3E49YWS3NC,Stripe
PAY200279,ORD100055,CUST00659,UPI,1038.19,2024-02-25,Failed,INR,0VGWGRZPX9V1,Square
PAY200280,ORD_GHOST_5,CUST00240,,-1196.98,2024-02-25,Failed,USD,4WT1VAWI2EX4,PayPal
PAY200281,ORD100004,CUST00388,PayPal,2151.97,2022-12-30,Pending,GBP,OHKSV8JRD8SP,Square
PAY200282,ORD100521,CUST00750,Cash on Delivery,234.55,2024-06-09,Failed,GBP,GIUNWELAJM3U,PayPal
PAY200283,ORD100334,CUST00778,Cash on Delivery,4270.2,2024-12-07,Failed,SGD,J9RWAU3V8KHV,Paytm
PAY200284,ORD100829,CUST00337,Credit Card,271.77,2024-07-26,Pending,USD,BVVJT8HJK0XY,Square
PAY200285,ORD100888,CUST00441,PayPal,2277.37,2025-01-08,Failed,AED,AZQ4X55PB4W6,Stripe
PAY200286,ORD100053,CUST00777,UPI,1113.72,2024-12-08,INVALID_STATUS,USD,MRMPLXC0PADR,PayPal
PAY200287,ORD100534,CUST00577,Debit Card,4439.75,2023-01-06,Failed,INR,8N59UL59K1AM,Paytm
PAY200288,ORD100836,CUST00878,Net Banking,3551.68,2023-04-15,Failed,GBP,B30JGUC3TGLQ,PayPal
PAY200289,ORD100068,CUST00865,Cash on Delivery,693.76,2022-04-25,Pending,SGD,LZR015K9CO1S,PayPal
PAY200290,ORD101173,CUST00251,Cash on Delivery,-3805.77,2024-04-13,Completed,AED,HSHZD14FTNM8,Square
PAY200291,ORD101328,CUST00214,Bank Transfer,57.59,2023-08-26,Failed,INR,66RMNR6NOBGP,PayPal
PAY200292,ORD100622,CUST00697,UPI,1442.23,2025-05-03,Refunded,SGD,2N0IDC8HNYDZ,Adyen
PAY200293,ORD100097,CUST00460,Net Banking,4419.84,2022-09-12,Failed,GBP,5Q5GOEIOTZS6,Square
PAY200294,ORD101239,CUST00501,,4077.9,2023-06-27,Refunded,GBP,,Stripe
PAY200295,ORD100491,CUST00488,PayPal,1977.0,2024-05-09,Refunded,GBP,A5A5PMLQHDLQ,Razorpay
PAY200296,ORD101334,CUST00796,PayPal,1079.41,2025-06-27,Completed,USD,XB402NMSIKJI,PayPal
PAY200297,ORD101340,CUST00673,UPI,2142.2,2023-05-19,Pending,XYZ,5EO9W6YA8JB9,Adyen
PAY200298,ORD100161,CUST00072,Cash on Delivery,346.65,2023-05-18,Failed,SGD,9X3CV1SVOLCT,Adyen
PAY200299,ORD100651,CUST00515,Cash on Delivery,1114.43,2024-07-06,Failed,AED,PLLQ7S1ORAZ0,Paytm
PAY200300,ORD_GHOST_6,CUST00688,PayPal,-3271.95,2024-02-25,Pending,SGD,ANEO9VAXCZZY,Stripe
PAY200301,ORD100369,CUST00589,Net Banking,3536.64,2024-10-13,Failed,USD,L4YWP6CBC5TN,PayPal
PAY200302,ORD100992,CUST00315,Debit Card,2282.78,2023-05-14,Completed,GBP,Q0MJKKEGVKA6,Adyen
PAY200303,ORD100340,CUST00740,Net Banking,1168.35,2024-10-30,Pending,GBP,9T0Z4O75RDDH,PayPal
PAY200304,ORD100156,CUST00518,Debit Card,3387.86,2022-01-18,Failed,SGD,NJ8PL3M871NG,Stripe
PAY200305,ORD101001,CUST00564,PayPal,3031.47,2023-12-05,Completed,SGD,SZY978TNMS55,Paytm
PAY200306,ORD100943,CUST00354,Debit Card,3801.6,2022-12-31,Pending,USD,VL1UTZBBHT35,Razorpay
PAY200307,ORD100530,CUST00131,UPI,3532.71,2022-12-21,Pending,USD,Y5U0I1BV7GSF,Razorpay
PAY200308,ORD100604,CUST00093,,4951.22,2023-08-29,INVALID_STATUS,USD,HD5MHBCIG3KQ,Square
PAY200309,ORD100180,CUST00688,PayPal,3575.44,2022-04-08,Refunded,GBP,WK1LO4P0K9K2,Adyen
PAY200310,ORD100376,CUST00612,Net Banking,-2975.51,2022-10-17,Failed,GBP,FPY772A8709N,Square
PAY200311,ORD100191,CUST00018,Bank Transfer,341.42,2024-12-14,Pending,INR,XE0OF37FD3MW,Razorpay
PAY200312,ORD101331,CUST00801,PayPal,1936.09,2025-06-20,Refunded,INR,BGJU7DAMIXW7,Adyen
PAY200313,ORD100720,CUST00505,PayPal,691.06,2022-09-29,Refunded,USD,ZFB8X6JMRE2U,Stripe
PAY200314,ORD100296,CUST00625,UPI,1780.76,2023-08-28,Pending,USD,L952A768O3BT,Razorpay
PAY200315,ORD100372,CUST00269,Cash on Delivery,113.33,2024-01-05,Failed,AED,J8O98BUJDS0S,Paytm
PAY200316,ORD100803,CUST00705,Credit Card,1334.95,2022-03-14,Refunded,GBP,WM2HUT7P5MZ6,Square
PAY200317,ORD101276,CUST00850,Net Banking,1226.39,2023-02-26,Completed,AED,X5EV5925UAK3,PayPal
PAY200318,ORD101362,CUST00772,Cash on Delivery,2263.72,2022-06-13,Completed,INR,SHEZJ9V9LIGZ,PayPal
PAY200319,ORD100630,CUST00076,UPI,2966.15,2022-09-07,Refunded,SGD,08IPUV58OHCU,Adyen
PAY200320,ORD_GHOST_3,CUST00130,Net Banking,-3304.66,2024-03-17,Completed,SGD,JSS3T14LYF6N,Adyen
PAY200321,ORD101356,CUST00548,PayPal,3334.57,2022-11-22,Pending,SGD,61DHIHPSMTK7,Paytm
PAY200322,ORD100993,CUST00420,,3213.74,2024-10-25,Refunded,GBP,LTRJKLUMCMH7,PayPal
PAY200323,ORD100705,CUST00701,PayPal,3947.09,2023-11-07,Pending,SGD,ZRTQJ8CW8N57,Paytm
PAY200324,ORD100908,CUST00331,Cash on Delivery,3815.03,2022-08-30,Refunded,AED,JIWML12P5WPV,Razorpay
PAY200325,ORD100016,CUST00829,UPI,296.61,2023-02-28,Pending,USD,4OGB1LRXGKEK,Square
PAY200326,ORD100440,CUST00313,Debit Card,3872.85,2025-05-14,Refunded,AED,OBW1PY8258J2,Razorpay
PAY200327,ORD100614,CUST00567,Cash on Delivery,74.79,2023-11-15,Pending,AED,0N5O9R7LJ5MV,Paytm
PAY200328,ORD100083,CUST00630,Cash on Delivery,4458.13,2024-09-19,Failed,AED,WEEW0OZ2WCVF,Square
PAY200329,ORD100714,CUST00419,Cash on Delivery,2250.02,2022-11-11,Failed,USD,GD5ML524HIAR,PayPal
PAY200330,ORD100655,CUST00563,Net Banking,-736.86,2022-11-22,INVALID_STATUS,XYZ,J7NRSKOQV333,Stripe
PAY200331,ORD101364,CUST00801,Credit Card,4473.87,2025-03-12,Completed,AED,RNFYJDL2MYPJ,Square
PAY200332,ORD100364,CUST00533,PayPal,3808.71,2023-05-16,Failed,SGD,RPPNL6RNKWXZ,Adyen
PAY200333,ORD100626,CUST00228,PayPal,4920.75,2024-06-03,Refunded,AED,D42GFAU14BO8,Razorpay
PAY200334,ORD100611,CUST00886,UPI,607.14,2023-03-08,Refunded,AED,EBBELJQIK8IC,Adyen
PAY200335,ORD100537,CUST00711,Debit Card,2705.97,2022-10-01,Failed,GBP,QSODMX0RDT5N,Razorpay
PAY200336,ORD101268,CUST00682,,1604.67,2023-05-02,Pending,SGD,,Stripe
PAY200337,ORD101338,CUST00419,Cash on Delivery,2042.14,2022-11-15,Failed,USD,1OI0X8KAADOV,Paytm
PAY200338,ORD101297,CUST00734,Bank Transfer,525.28,2024-10-06,Refunded,INR,9EMLMBZRKZOE,Stripe
PAY200339,ORD100391,CUST00624,Credit Card,4132.0,2022-07-26,Completed,AED,MYXBD07Q2JBT,Adyen
PAY200340,ORD_GHOST_9,CUST00183,UPI,-4723.59,2023-10-03,Completed,AED,6F0N3IT2VQYM,Razorpay
PAY200341,ORD100877,CUST00499,Bank Transfer,4999.29,2024-01-24,Failed,SGD,VBCETH28IMDG,Stripe
PAY200342,ORD100152,CUST00279,Net Banking,988.33,2025-05-21,Failed,INR,RLWP47LZ0O15,Adyen
PAY200343,ORD100548,CUST00533,Bank Transfer,4818.16,2023-02-06,Completed,USD,6YINW4UF3S9M,Adyen
PAY200344,ORD100850,CUST00243,Cash on Delivery,4489.79,2024-08-22,Failed,USD,FS1O7D3Y82FJ,Adyen
PAY200345,ORD100340,CUST00331,Credit Card,4340.35,2024-02-13,Completed,SGD,RXU9435O1L8W,PayPal
PAY200346,ORD100773,CUST00382,UPI,3515.33,2023-01-06,Failed,GBP,KCS2YX1ZDNQS,Stripe
PAY200347,ORD100692,CUST00148,Cash on Delivery,336.8,2025-02-05,Completed,SGD,H40S2T657JYF,Stripe
PAY200348,ORD100534,CUST00678,Debit Card,2635.03,2023-02-11,Failed,GBP,96EPT6AAR17Q,Paytm
PAY200349,ORD100094,CUST00750,Bank Transfer,2886.4,2024-05-13,Refunded,AED,DT1N0NRXYCO8,Paytm
PAY200350,ORD100301,CUST00043,,-1445.6,2024-12-08,Refunded,SGD,BKS3II3F4X2J,Paytm
PAY200351,ORD100956,CUST00306,Credit Card,590.48,2025-06-09,Refunded,USD,L61VA2J2BUZR,Stripe
PAY200352,ORD100469,CUST00306,Bank Transfer,696.91,2022-08-23,INVALID_STATUS,USD,EC5UDOTUQAJE,PayPal
PAY200353,ORD100505,CUST00069,Bank Transfer,3011.89,2024-03-26,Pending,GBP,8OAGP01TSNJA,Square
PAY200354,ORD100474,CUST00204,PayPal,3874.88,2024-01-24,Pending,SGD,3G4WANI24RMJ,Square
PAY200355,ORD100445,CUST00791,Credit Card,3466.83,2023-12-08,Completed,INR,0K61FTGUN8UR,Square
PAY200356,ORD100024,CUST00226,Net Banking,1727.43,2025-05-19,Completed,AED,7CRABOQCUCJ7,Paytm
PAY200357,ORD100009,CUST00338,UPI,511.45,2024-03-14,Pending,SGD,VHQUEU1OQY4A,PayPal
PAY200358,ORD100459,CUST00318,Cash on Delivery,1656.76,2025-04-17,Refunded,INR,4XRIIGUP30L1,Paytm
PAY200359,ORD100540,CUST00890,UPI,1734.42,2022-01-01,Failed,SGD,4VZ90HEDMAMK,Paytm
PAY200360,ORD_GHOST_0,CUST00466,UPI,-2992.04,2025-04-10,Failed,AED,OEDR9RLQK0PQ,Square
PAY200361,ORD101157,CUST00810,Net Banking,2306.79,2022-12-07,Pending,GBP,SJ9AHAS8N40A,Paytm
PAY200362,ORD100776,CUST00741,Debit Card,2971.16,2025-05-08,Refunded,USD,HEOTB1PPQVQ1,Razorpay
PAY200363,ORD101166,CUST00579,Debit Card,4470.75,2024-04-12,Refunded,XYZ,RV537C2BPIME,Square
PAY200364,ORD100859,CUST00177,,977.79,2022-03-08,Pending,GBP,HIY1BFW7JN23,Stripe
PAY200365,ORD100773,CUST00580,Bank Transfer,4925.31,2023-06-14,Pending,USD,OMEMTO2VDSIZ,Stripe
PAY200366,ORD100067,CUST00805,UPI,1943.57,2023-06-27,Failed,GBP,T2MD8W1SAGML,Razorpay
PAY200367,ORD101084,CUST00822,Net Banking,81.98,2023-05-23,Refunded,GBP,8N2R48TWQOYB,Adyen
PAY200368,ORD101208,CUST00134,Credit Card,885.48,2023-05-26,Refunded,USD,6D86U8781XTQ,Square
PAY200369,ORD100991,CUST00164,Net Banking,4602.44,2024-11-29,Pending,USD,JFLNOUE6ULEA,Razorpay
PAY200370,ORD100374,CUST00555,Net Banking,-2805.7,2022-01-14,Completed,USD,LZGRMC7FFZ1C,Paytm
PAY200371,ORD100739,CUST00305,Credit Card,1864.54,2023-07-11,Refunded,GBP,TWXZB5OEQXAD,Razorpay
PAY200372,ORD100830,CUST00698,UPI,3418.7,2024-07-05,Failed,INR,3IZBT1KT7GA8,Square
PAY200373,ORD101010,CUST00146,Debit Card,4515.33,2025-02-11,Refunded,SGD,ZABDJQVIOC0T,Square
PAY200374,ORD100204,CUST00636,Credit Card,3189.63,2022-01-15,INVALID_STATUS,USD,0UR99YAECEEU,Square
PAY200375,ORD100722,CUST00130,PayPal,1229.46,2022-11-02,Refunded,USD,3U41VSVDT766,Stripe
PAY200376,ORD100158,CUST00440,Bank Transfer,4219.47,2025-05-22,Refunded,USD,KFA2M7K4986K,Paytm
PAY200377,ORD100487,CUST00597,Debit Card,2089.62,2024-02-29,Failed,SGD,C7ICKU92QQ1X,Adyen
PAY200378,ORD100944,CUST00492,,900.66,2023-06-13,Pending,GBP,,PayPal
PAY200379,ORD100456,CUST00531,Cash on Delivery,4339.42,2022-03-30,Pending,SGD,6B3JTAKKUPBB,Stripe
PAY200380,ORD_GHOST_9,CUST00294,Net Banking,-96.94,2022-05-15,Failed,AED,IOKGN2YENV7H,Square
PAY200381,ORD100472,CUST00055,Bank Transfer,2997.39,2022-06-23,Failed,USD,6YFI7EQ3O6J8,PayPal
PAY200382,ORD100862,CUST00586,Credit Card,4849.81,2022-01-27,Completed,SGD,J72HLS0QLFTI,Adyen
PAY200383,ORD100661,CUST00632,Bank Transfer,2115.42,2024-04-30,Refunded,AED,2CM5AGP60Q2O,Stripe
PAY200384,ORD100087,CUST00737,PayPal,1053.82,2025-05-24,Completed,SGD,B8CKQC4LFSI0,PayPal
PAY200385,ORD100651,CUST00267,Bank Transfer,3310.36,2022-04-18,Failed,INR,XEWV000PN58I,Razorpay
PAY200386,ORD100626,CUST00237,PayPal,3435.35,2024-03-30,Completed,GBP,LH2VG9MSUIQI,Square
PAY200387,ORD100201,CUST00227,Debit Card,1269.05,2024-09-12,Failed,GBP,I6YB9PDGKRJW,Square
PAY200388,ORD100766,CUST00196,Debit Card,3587.17,2024-07-28,Completed,INR,IB6OE3L3RD8L,Paytm
PAY200389,ORD100110,CUST00824,Bank Transfer,2959.41,2023-07-01,Completed,GBP,F63Y8OCVF34E,Razorpay
PAY200390,ORD101045,CUST00821,Cash on Delivery,-4072.67,2024-09-22,Completed,SGD,DI99MAZIYWJ1,Stripe
PAY200391,ORD101262,CUST00731,UPI,4378.71,2022-08-14,Refunded,GBP,M86O2GSX9OA2,Stripe
PAY200392,ORD100840,CUST00138,,4234.61,2022-06-02,Failed,AED,IE5APCBFLUN3,Adyen
PAY200393,ORD101335,CUST00431,Credit Card,2998.45,2024-08-01,Failed,INR,YYP6S0VDCK10,Stripe
PAY200394,ORD100443,CUST00615,PayPal,786.56,2024-11-17,Completed,SGD,VB26XNISOSZ0,Stripe
PAY200395,ORD101080,CUST00837,PayPal,3441.0,2024-05-11,Completed,GBP,WXN91TFRSA8Z,Razorpay
PAY200396,ORD100003,CUST00742,Credit Card,3209.68,2025-02-08,INVALID_STATUS,XYZ,FGHPAS0ZBTBO,Paytm
PAY200397,ORD101065,CUST00779,UPI,3012.15,2025-03-12,Completed,GBP,MKTO6JRU7NSP,PayPal
PAY200398,ORD100140,CUST00890,Credit Card,2827.87,2024-10-03,Completed,AED,KPMVNO9I1S6X,Razorpay
PAY200399,ORD101205,CUST00151,Debit Card,130.47,2022-03-08,Failed,SGD,4ML2IQR2AHNY,Paytm
PAY200400,ORD_GHOST_1,CUST00607,Credit Card,-3924.69,2024-05-01,Failed,GBP,TYADJC88KLX9,PayPal
PAY200401,ORD101208,CUST00033,Bank Transfer,2561.04,2022-03-16,Pending,SGD,4OQSRLDHH2KS,Adyen
PAY200402,ORD100121,CUST00029,UPI,198.05,2022-06-12,Pending,GBP,FL79R9KPU8O9,Paytm
PAY200403,ORD100793,CUST00157,Bank Transfer,2584.32,2024-10-13,Pending,GBP,DVNFF2WCFIE6,PayPal
PAY200404,ORD100079,CUST00382,Net Banking,1942.1,2024-08-16,Completed,INR,MXS03DSW1S6M,Paytm
PAY200405,ORD100824,CUST00442,Cash on Delivery,265.05,2025-01-15,Completed,INR,HESKJWBU2OLR,Square
PAY200406,ORD100661,CUST00850,,2780.69,2023-08-01,Failed,INR,AF9YFT4GC5IC,PayPal
PAY200407,ORD100085,CUST00232,PayPal,4717.96,2022-08-14,Completed,INR,NNVEJE1YONAQ,Stripe
PAY200408,ORD101026,CUST00582,Cash on Delivery,4174.9,2022-09-12,Completed,SGD,2W04NXV50OT1,PayPal
PAY200409,ORD100129,CUST00047,UPI,1141.2,2022-06-10,Completed,INR,1SD44WL8MDZF,Adyen
PAY200410,ORD100237,CUST00456,UPI,-4375.68,2022-01-05,Failed,AED,BNA0236QK3QH,Stripe
PAY200411,ORD100405,CUST00108,Cash on Delivery,1350.25,2023-12-26,Refunded,GBP,LE1QXRJB0AH9,Paytm
PAY200412,ORD100543,CUST00265,PayPal,3110.27,2025-04-04,Refunded,USD,VIVZO8WD3OKA,Paytm
PAY200413,ORD100034,CUST00230,UPI,880.76,2024-07-12,Pending,USD,ZUM7OD4C9VXK,Stripe
PAY200414,ORD100339,CUST00330,Net Banking,1168.0,2022-03-18,Failed,USD,CP8OV5NWVSJJ,Stripe
PAY200415,ORD100957,CUST00013,Net Banking,4496.01,2023-05-20,Completed,USD,97QQ1Q81HRUL,Razorpay
PAY200416,ORD100413,CUST00836,Net Banking,4951.64,2022-03-17,Completed,USD,7CDZPBBWGDKD,PayPal
PAY200417,ORD100684,CUST00870,UPI,2979.99,2024-07-05,Pending,INR,IXKUOZM7I9RY,Razorpay
PAY200418,ORD100479,CUST00369,Cash on Delivery,1256.83,2022-01-03,INVALID_STATUS,GBP,W2VNOMZZ8WXQ,Stripe
PAY200419,ORD100930,CUST00222,Cash on Delivery,4809.57,2023-09-14,Refunded,INR,JR07H0UMS48I,Square
PAY200420,ORD_GHOST_2,CUST00887,,-2421.85,2024-03-05,Refunded,USD,,PayPal
PAY200421,ORD101145,CUST00657,Cash on Delivery,551.28,2023-04-14,Failed,AED,VEZNMO3UG51O,Paytm
PAY200422,ORD100427,CUST00840,Net Banking,2983.02,2025-05-05,Completed,USD,7XWLR4IZJEZ9,Adyen
PAY200423,ORD101107,CUST00405,Debit Card,2017.79,2025-04-09,Failed,GBP,E4XLWG9AY22D,Adyen
PAY200424,ORD100113,CUST00086,Credit Card,4098.98,2024-05-18,Refunded,USD,4QU280WC84AY,Square
PAY200425,ORD101048,CUST00144,PayPal,3292.99,2023-01-31,Failed,AED,3W1Y6ZUOEYHC,Adyen
PAY200426,ORD100537,CUST00542,Bank Transfer,668.1,2024-08-12,Pending,AED,4780CE91TEFO,Stripe
PAY200427,ORD101077,CUST00745,Credit Card,4921.04,2023-08-12,Refunded,AED,CW9IBGJEWVPG,Adyen
PAY200428,ORD101248,CUST00606,Net Banking,377.28,2024-08-05,Failed,USD,4F2XZ0X9F6F5,Paytm
PAY200429,ORD100930,CUST00105,Debit Card,915.28,2025-05-18,Refunded,XYZ,J4U4FGGW1JYK,Razorpay
PAY200430,ORD101289,CUST00440,Net Banking,-3845.38,2025-01-15,Completed,USD,C2IBJVSLRDMZ,Square
PAY200431,ORD101382,CUST00676,Cash on Delivery,3919.59,2022-04-25,Refunded,INR,2T7B7UYA088Q,Stripe
PAY200432,ORD100844,CUST00183,Net Banking,4437.31,2024-03-23,Completed,INR,FLKTAWMWUR1Z,Square
PAY200433,ORD100400,CUST00617,Cash on Delivery,4161.36,2024-09-28,Failed,GBP,C83JQYCRHO7A,Adyen
PAY200434,ORD101080,CUST00436,,784.67,2023-12-29,Refunded,AED,DF8K4HBABOI0,Square
PAY200435,ORD100299,CUST00592,Bank Transfer,4821.84,2023-06-02,Pending,SGD,Q84GD5YSHGPZ,PayPal
PAY200436,ORD100595,CUST00558,Credit Card,1777.23,2023-01-12,Refunded,INR,AW4TEQ3CYFWP,Razorpay
PAY200437,ORD101288,CUST00406,PayPal,1664.92,2022-11-18,Failed,GBP,LYA85BEKTJEP,Razorpay
PAY200438,ORD100425,CUST00707,Net Banking,285.9,2023-03-06,Completed,AED,EIB0TA6YY5XH,Paytm
PAY200439,ORD100677,CUST00827,Net Banking,1063.32,2022-08-23,Pending,SGD,BV5ZHP6PNU0K,Razorpay
PAY200440,ORD_GHOST_3,CUST00879,UPI,-57.1,2024-02-05,INVALID_STATUS,USD,7OPJQBTK0TD0,Stripe
PAY200441,ORD101003,CUST00417,Net Banking,1531.65,2025-04-03,Pending,SGD,AEDMLAV3W9O0,Razorpay
PAY200442,ORD100250,CUST00338,UPI,4190.46,2023-11-10,Pending,INR,ZE2TBST9XWI7,Adyen
PAY200443,ORD100117,CUST00717,Net Banking,4261.62,2023-09-19,Refunded,INR,70YVBDELFLSP,Razorpay
PAY200444,ORD100948,CUST00457,PayPal,3535.42,2025-02-04,Pending,AED,BCQTAIJ82T2A,Square
PAY200445,ORD100964,CUST00121,Credit Card,4192.01,2024-06-03,Failed,INR,G9H8LYK0VGL2,Square
PAY200446,ORD100833,CUST00454,PayPal,1639.82,2024-10-12,Completed,USD,Y292IZ1Q8PJ1,Adyen
PAY200447,ORD100213,CUST00090,PayPal,4986.74,2022-01-02,Failed,SGD,U6B15X8G1HZV,Paytm
PAY200448,ORD100124,CUST00008,,4581.3,2023-02-05,Refunded,AED,YCYW5VZA9ROD,Stripe
PAY200449,ORD100504,CUST00749,Cash on Delivery,4193.65,2025-05-22,Refunded,SGD,54ED6LOB24HY,Adyen
PAY200450,ORD101107,CUST00532,PayPal,-3399.3,2022-10-26,Failed,SGD,4SSD1JIUOIZ6,Stripe
PAY200451,ORD101321,CUST00005,PayPal,2377.81,2024-10-13,Failed,SGD,UW2032LYXJ2J,Stripe
PAY200452,ORD100925,CUST00413,Bank Transfer,2928.58,2022-12-15,Refunded,INR,N1MXKQMUYB2J,PayPal
PAY200453,ORD101187,CUST00668,PayPal,4602.04,2023-03-05,Failed,SGD,0QV28N4Q17RO,Square
