order_id,customer_id,product_name,category,quantity,unit_price,discount_pct,order_amount,order_date,delivery_date,order_status,shipping_city,shipping_country
ORD100204,CUST00524,Fitbit Charge 6,Wearables,2,149,0.12,262.24,2023-02-04,2023-02-07,Shipped,Osaka,Japan
ORD100205,CUST00363,Laptop Pro 15,Laptops,2,1299,0.22,2026.44,2024-12-12,2024-12-22,Shipped,Abu Dhabi,UAE
ORD100206,CUST00546,Fitbit Charge 6,Wearables,5,149,0.01,737.55,2024-01-13,2024-01-22,Shipped,Melbourne,Australia
ORD100207,CUST00103,,Wearables,2,149,0.11,265.22,2022-12-06,2022-12-17,Returned,Ahmedabad,India
ORD100208,CUST00625,iPad Pro 12.9,Tablets,5,1099,0.28,3956.4,2024-05-18,2024-06-01,Shipped,Jaipur,India
ORD100209,CUST00535,MacBook Air M3,Laptops,0,1099,0.09,-4000.36,2024-05-12,2024-05-20,Cancelled,New York,USA
ORD100210,CUST_GHOST_8,iPad Pro 12.9,Tablets,3,1099,0.0,3297.0,2025-02-12,2025-02-07,Processing,Kolkata,India
ORD100211,CUST00061,DJI Mini 4 Pro,Drones,5,759,0.29,2694.45,2024-04-20,2024-04-23,Shipped,Manchester,UK
ORD100212,CUST00164,Samsung Galaxy S24,Phones,2,799,0.12,1406.24,2024-05-08,2024-05-15,Returned,Kolkata,India
ORD100213,CUST00283,Pixel 8 Pro,Phones,3,699,0.02,2055.06,2022-10-15,2022-10-22,Delivered,Tokyo,Japan
ORD100214,CUST00146,Garmin Fenix 7,Wearables,2,699,0.06,1314.12,2023-07-19,2023-08-01,Processing,Mumbai,India
ORD100215,CUST00106,ThinkPad X1,Laptops,5,1199,0.09,5455.45,2025-05-10,2025-05-18,Shipped,Sydney,Australia
ORD100216,CUST00555,Sony A7 IV Camera,Cameras,3,2499,0.25,5622.75,2025-06-03,2025-06-11,Shipped,Bengaluru,India
ORD100217,CUST00042,Logitech MX Keys,Accessories,3,89,0.28,192.24,2024-02-21,2024-03-06,Processing,Chennai,India
ORD100218,CUST00898,Sony A7 IV Camera,Cameras,4,2499,0.18,8196.72,2024-09-24,2024-10-07,Processing,Ahmedabad,India
ORD100219,CUST00750,Fitbit Charge 6,Wearables,1,149,0.03,144.53,2025-05-20,2025-05-30,Processing,Ahmedabad,India
ORD100220,CUST00654,Canon EOS R6,Cameras,4,2499,0.13,-8696.52,2022-08-04,2022-08-18,Processing,Tokyo,Japan
ORD100221,CUST00337,Sony WH-1000XM5,Audio,3,349,0.19,848.07,2024-05-09,2024-05-20,Processing,Los Angeles,USA
ORD100222,CUST00826,Dell XPS 13,Laptops,1,999,0.03,969.03,2024-09-21,2024-09-25,Returned,Manchester,UK
ORD100223,CUST00273,Pixel 8 Pro,Phones,5,699,0.13,3040.65,2022-08-01,2022-08-14,Cancelled,Dubai,UAE
ORD100224,CUST00532,DJI Mini 4 Pro,Drones,5,759,0.11,3377.55,2024-02-23,2024-02-24,Returned,Chennai,India
ORD100225,CUST_GHOST_3,Garmin Fenix 7,Wearables,1,699,0.17,580.17,2023-05-04,2023-05-10,Returned,Sydney,Australia
ORD100226,CUST00736,DJI Mini 4 Pro,Drones,4,759,0.24,2307.36,2022-03-23,2022-03-29,Cancelled,London,UK
ORD100227,CUST00409,Garmin Fenix 7,Wearables,5,699,0.01,3460.05,2024-06-03,2024-06-14,Delivered,Kolkata,India
ORD100228,CUST00337,Garmin Fenix 7,Wearables,0,699,0.01,1384.02,2022-07-22,2022-07-27,Cancelled,Mumbai,India
ORD100229,CUST00700,Sony A7 IV Camera,Cameras,3,2499,0.11,6672.33,2023-12-06,2023-12-12,Shipped,Jaipur,India
ORD100230,CUST00716,,Cameras,1,2499,0.1,2249.1,2023-06-23,2023-07-06,Shipped,Kolkata,India
ORD100231,CUST00759,Apple Watch Ultra,Wearables,5,799,0.19,-3235.95,2024-04-01,2024-04-14,Processing,Osaka,Japan
ORD100232,CUST00342,Samsung Galaxy S24,Phones,4,799,0.26,2365.04,2030-01-01,2024-01-01,Returned,Tokyo,Japan
ORD100233,CUST00104,Pixel 8 Pro,Phones,3,699,0.25,1572.75,2022-07-05,2022-07-16,Cancelled,New York,USA
ORD100234,CUST00775,DJI Mini 4 Pro,Drones,4,759,0.19,2459.16,2024-02-23,2024-02-27,Processing,Melbourne,Australia
ORD100235,CUST00449,Canon EOS R6,Cameras,3,2499,0.1,6747.3,2024-01-11,2024-01-24,Shipped,Pune,India
ORD100236,CUST00596,Logitech MX Keys,Accessories,1,89,0.03,86.33,2023-09-28,2023-10-07,Returned,Surat,India
ORD100237,CUST00634,Apple Watch Ultra,Wearables,5,799,0.05,3795.25,2022-06-05,2022-06-09,Delivered,Bengaluru,India
ORD100238,CUST00150,DJI Mini 4 Pro,Drones,4,759,0.26,2246.64,2023-11-28,2023-12-07,Processing,Chicago,USA
ORD100239,CUST00754,iPad Pro 12.9,Tablets,4,1099,0.03,4264.12,2023-08-25,2023-09-04,Returned,Bengaluru,India
ORD100240,CUST_GHOST_1,Logitech MX Keys,Accessories,2,89,1.8,154.86,2023-05-19,2023-05-28,Shipped,Sydney,Australia
ORD100241,CUST00854,Sony WH-1000XM5,Audio,1,349,0.15,296.65,2023-03-25,2023-03-29,Shipped,London,UK
ORD100242,CUST00250,iPhone 15 Pro,Phones,2,999,0.0,-1998.0,2022-02-12,2022-02-26,Returned,Manchester,UK
ORD100243,CUST00582,Sony A7 IV Camera,Cameras,4,2499,0.17,8296.68,2023-01-29,2023-02-05,Shipped,Birmingham,UK
ORD100244,CUST00397,Garmin Fenix 7,Wearables,4,699,0.19,2264.76,2023-06-20,2023-07-02,Processing,Jaipur,India
ORD100245,CUST00241,LG 4K Monitor,Monitors,3,449,0.11,1198.83,2023-10-18,2023-10-13,Processing,Bengaluru,India
ORD100246,CUST00720,iPad Pro 12.9,Tablets,3,1099,0.26,2439.78,2023-05-21,2023-06-03,Returned,Abu Dhabi,UAE
ORD100247,CUST00804,iPad Pro 12.9,Tablets,0,1099,0.29,780.29,2024-11-05,2024-11-17,Cancelled,Dubai,UAE
ORD100248,CUST00619,Logitech MX Keys,Accessories,1,89,0.24,67.64,2023-04-12,2023-04-24,Processing,Melbourne,Australia
ORD100249,CUST00589,Apple Watch Ultra,Wearables,2,799,0.14,1374.28,2022-04-19,2022-04-27,Returned,London,UK
ORD100250,CUST00176,Canon EOS R6,Cameras,5,2499,0.13,10870.65,2022-02-15,2022-02-24,Cancelled,Dubai,UAE
ORD100251,CUST00724,MacBook Air M3,Laptops,3,1099,0.14,2835.42,2022-10-30,2022-11-01,Processing,Bengaluru,India
ORD100252,CUST00746,Sony WH-1000XM5,Audio,5,349,0.08,1605.4,2022-02-26,2022-03-10,Returned,Manchester,UK
ORD100253,CUST00221,,Monitors,2,449,0.3,-628.6,2024-07-14,2024-07-19,Returned,Melbourne,Australia
ORD100254,CUST00818,AirPods Pro 2,Audio,3,249,0.07,694.71,2024-11-06,2024-11-13,Shipped,Osaka,Japan
ORD100255,CUST_GHOST_0,Apple Watch Ultra,Wearables,5,799,0.09,3635.45,2025-06-02,2025-06-03,Processing,Abu Dhabi,UAE
ORD100256,CUST00543,ThinkPad X1,Laptops,1,1199,0.18,983.18,2024-04-27,2024-05-09,Shipped,Tokyo,Japan
ORD100257,CUST00793,iPhone 15 Pro,Phones,2,999,0.29,1418.58,2023-01-03,2023-01-17,Shipped,Mumbai,India
ORD100258,CUST00097,Canon EOS R6,Cameras,1,2499,0.1,2249.1,2024-04-06,2024-04-16,Cancelled,Houston,USA
ORD100259,CUST00352,Dell UltraSharp 27,Monitors,4,399,0.04,1532.16,2023-01-10,2023-01-12,Processing,Los Angeles,USA
ORD100260,CUST00512,Samsung Galaxy S24,Phones,4,799,0.26,2365.04,2022-07-05,2022-07-08,Processing,Chicago,USA
ORD100261,CUST00663,iPhone 15 Pro,Phones,2,999,0.11,1778.22,2030-01-01,2022-06-23,Cancelled,Osaka,Japan
ORD100262,CUST00621,ThinkPad X1,Laptops,5,1199,0.08,5515.4,2022-05-05,2022-05-14,Delivered,Sydney,Australia
ORD100263,CUST00542,Mechanical Keyboard,Accessories,1,149,0.05,141.55,2022-01-26,2022-01-27,Processing,Chicago,USA
ORD100264,CUST00582,AirPods Pro 2,Audio,1,249,0.24,-189.24,2025-02-27,2025-03-05,Delivered,Pune,India
ORD100265,CUST00549,iPhone 15 Pro,Phones,5,999,0.15,4245.75,2023-03-24,2023-03-30,Delivered,Sydney,Australia
ORD100266,CUST00182,iPad Pro 12.9,Tablets,0,1099,0.11,4890.55,2024-06-21,2024-07-03,Shipped,Birmingham,UK
ORD100267,CUST00040,iPad Pro 12.9,Tablets,4,1099,0.01,4352.04,2025-01-05,2025-01-18,Delivered,Surat,India
ORD100268,CUST00185,AirPods Pro 2,Audio,1,249,0.1,224.1,2025-04-23,2025-05-02,Shipped,Chennai,India
ORD100269,CUST00628,Canon EOS R6,Cameras,2,2499,0.18,4098.36,2023-11-22,2023-11-30,Returned,Chicago,USA
ORD100270,CUST_GHOST_2,Sony A7 IV Camera,Cameras,1,2499,0.2,1999.2,2023-11-24,2023-11-28,Processing,Hyderabad,India
ORD100271,CUST00414,Pixel 8 Pro,Phones,4,699,0.06,2628.24,2022-03-27,2022-04-02,Delivered,Manchester,UK
ORD100272,CUST00094,Garmin Fenix 7,Wearables,1,699,0.25,524.25,2023-10-19,2023-10-28,Returned,Abu Dhabi,UAE
ORD100273,CUST00560,Apple Watch Ultra,Wearables,5,799,0.12,3515.6,2023-02-16,2023-02-21,Processing,Hyderabad,India
ORD100274,CUST00642,Sony A7 IV Camera,Cameras,2,2499,0.09,4548.18,2024-05-23,2024-05-30,Cancelled,Chicago,USA
ORD100275,CUST00107,Dell XPS 13,Laptops,4,999,0.01,-3956.04,2023-10-21,2023-10-30,Cancelled,Singapore,Singapore
ORD100276,CUST00806,,Monitors,3,399,0.15,1017.45,2023-08-12,2023-08-25,Delivered,Birmingham,UK
ORD100277,CUST00315,MacBook Air M3,Laptops,2,1099,0.28,1582.56,2025-04-18,2025-04-30,Returned,Dubai,UAE
ORD100278,CUST00548,Samsung Galaxy S24,Phones,3,799,0.22,1869.66,2022-02-27,2022-02-28,Processing,Chicago,USA
ORD100279,CUST00054,iPhone 15 Pro,Phones,3,999,0.29,2127.87,2024-06-07,2024-06-19,Returned,Birmingham,UK
ORD100280,CUST00716,Samsung Galaxy S24,Phones,5,799,1.8,3555.55,2022-04-02,2022-03-28,Delivered,London,UK
ORD100281,CUST00075,Samsung Galaxy S24,Phones,2,799,0.21,1262.42,2023-02-21,2023-03-01,Shipped,Abu Dhabi,UAE
ORD100282,CUST00391,DJI Mini 4 Pro,Drones,1,759,0.01,751.41,2023-02-26,2023-03-10,Delivered,Surat,India
ORD100283,CUST00852,Laptop Pro 15,Laptops,2,1299,0.2,2078.4,2023-11-09,2023-11-12,Cancelled,Ahmedabad,India
ORD100284,CUST00146,Mechanical Keyboard,Accessories,4,149,0.01,590.04,2025-05-11,2025-05-15,Returned,Sydney,Australia
ORD100285,CUST_GHOST_9,Sony WH-1000XM5,Audio,0,349,0.2,1116.8,2023-02-24,2023-03-07,Processing,Houston,USA
ORD100286,CUST00387,Laptop Pro 15,Laptops,4,1299,0.25,-3897.0,2023-07-24,2023-08-07,Shipped,Osaka,Japan
ORD100287,CUST00642,Canon EOS R6,Cameras,3,2499,0.18,6147.54,2024-03-20,2024-03-21,Cancelled,Hyderabad,India
ORD100288,CUST00119,Pixel 8 Pro,Phones,1,699,0.19,566.19,2022-11-22,2022-12-05,Cancelled,Bengaluru,India
ORD100289,CUST00758,Samsung Galaxy S24,Phones,5,799,0.1,3595.5,2023-06-10,2023-06-21,Cancelled,Surat,India
ORD100290,CUST00584,Apple Watch Ultra,Wearables,3,799,0.09,2181.27,2030-01-01,2023-06-22,Delivered,Chicago,USA
ORD100291,CUST00510,iPhone 15 Pro,Phones,1,999,0.17,829.17,2023-02-16,2023-02-19,Returned,Delhi,India
ORD100292,CUST00235,Canon EOS R6,Cameras,4,2499,0.03,9696.12,2022-03-19,2022-04-02,Cancelled,Pune,India
ORD100293,CUST00631,Dell XPS 13,Laptops,1,999,0.07,929.07,2024-01-30,2024-02-07,Shipped,London,UK
ORD100294,CUST00516,DJI Mini 4 Pro,Drones,1,759,0.2,607.2,2023-01-23,2023-02-05,Shipped,Tokyo,Japan
ORD100295,CUST00157,Logitech MX Keys,Accessories,1,89,0.17,73.87,2023-12-01,2023-12-15,Processing,Pune,India
ORD100296,CUST00660,Mechanical Keyboard,Accessories,4,149,0.06,560.24,2022-04-26,2022-05-03,Cancelled,Hyderabad,India
ORD100297,CUST00189,AirPods Pro 2,Audio,5,249,0.02,-1220.1,2023-02-03,2023-02-09,Cancelled,Mumbai,India
ORD100298,CUST00617,Sony A7 IV Camera,Cameras,1,2499,0.25,1874.25,2024-12-18,2024-12-23,Returned,Pune,India
ORD100299,CUST00059,,Tablets,5,1099,0.29,3901.45,2022-08-17,2022-08-28,Delivered,Houston,USA
ORD100300,CUST_GHOST_5,Fitbit Charge 6,Wearables,5,149,0.01,737.55,2023-10-21,2023-10-27,Delivered,Hyderabad,India
ORD100301,CUST00004,ThinkPad X1,Laptops,2,1199,0.0,2398.0,2025-02-26,2025-02-27,Cancelled,Osaka,Japan
ORD100302,CUST00781,Garmin Fenix 7,Wearables,1,699,0.26,517.26,2022-03-14,2022-03-24,Returned,Bengaluru,India
ORD100303,CUST00661,Laptop Pro 15,Laptops,4,1299,0.28,3741.12,2024-03-01,2024-03-06,Returned,Chicago,USA
ORD100304,CUST00628,Sony A7 IV Camera,Cameras,0,2499,0.2,3998.4,2023-05-28,2023-06-03,Cancelled,Manchester,UK
ORD100305,CUST00369,iPad Pro 12.9,Tablets,4,1099,0.16,3692.64,2023-04-04,2023-04-07,Processing,Toronto,Canada
ORD100306,CUST00165,Samsung Galaxy S24,Phones,4,799,0.3,2237.2,2024-01-24,2024-02-05,Delivered,Houston,USA
ORD100307,CUST00421,AirPods Pro 2,Audio,2,249,0.01,493.02,2025-01-13,2025-01-27,Shipped,Chicago,USA
ORD100308,CUST00416,iPad Pro 12.9,Tablets,3,1099,0.06,-3099.18,2024-05-12,2024-05-19,Cancelled,Tokyo,Japan
ORD100309,CUST00475,Sony A7 IV Camera,Cameras,4,2499,0.29,7097.16,2024-01-15,2024-01-21,Processing,Sydney,Australia
ORD100310,CUST00211,Dell UltraSharp 27,Monitors,2,399,0.22,622.44,2023-05-19,2023-05-23,Shipped,Abu Dhabi,UAE
ORD100311,CUST00475,iPhone 15 Pro,Phones,5,999,0.11,4445.55,2025-01-27,2025-02-10,Cancelled,Los Angeles,USA
ORD100312,CUST00482,AirPods Pro 2,Audio,2,249,0.12,438.24,2022-08-11,2022-08-20,Cancelled,Surat,India
ORD100313,CUST00223,DJI Mini 4 Pro,Drones,4,759,0.02,2975.28,2023-11-23,2023-12-02,Shipped,Sydney,Australia
ORD100314,CUST00454,Dell UltraSharp 27,Monitors,5,399,0.13,1735.65,2022-02-18,2022-03-02,Shipped,Chicago,USA
ORD100315,CUST_GHOST_18,Garmin Fenix 7,Wearables,2,699,0.08,1286.16,2022-11-16,2022-11-11,Cancelled,Abu Dhabi,UAE
ORD100316,CUST00480,iPhone 15 Pro,Phones,2,999,0.12,1758.24,2023-05-19,2023-06-02,Shipped,Osaka,Japan
ORD100317,CUST00782,Canon EOS R6,Cameras,3,2499,0.18,6147.54,2025-06-08,2025-06-17,Delivered,Sydney,Australia
ORD100318,CUST00009,ThinkPad X1,Laptops,1,1199,0.03,1163.03,2022-04-19,2022-04-25,Delivered,New York,USA
ORD100319,CUST00219,Mechanical Keyboard,Accessories,2,149,0.22,-232.44,2030-01-01,2023-10-06,Delivered,Los Angeles,USA
ORD100320,CUST00849,DJI Mini 4 Pro,Drones,3,759,1.8,1867.14,2024-07-03,2024-07-11,Processing,Melbourne,Australia
ORD100321,CUST00822,Samsung Galaxy S24,Phones,3,799,0.09,2181.27,2025-02-24,2025-02-27,Shipped,Pune,India
ORD100322,CUST00634,,Monitors,1,449,0.16,377.16,2024-04-19,2024-04-22,Returned,Dubai,UAE
ORD100323,CUST00256,Canon EOS R6,Cameras,0,2499,0.21,5922.63,2022-08-21,2022-09-01,Shipped,London,UK
ORD100324,CUST00391,ThinkPad X1,Laptops,1,1199,0.04,1151.04,2024-08-26,2024-09-02,Cancelled,Pune,India
ORD100325,CUST00838,Laptop Pro 15,Laptops,5,1299,0.21,5131.05,2024-01-13,2024-01-21,Returned,Abu Dhabi,UAE
ORD100326,CUST00504,Samsung Galaxy S24,Phones,4,799,0.27,2333.08,2025-03-06,2025-03-12,Processing,Bengaluru,India
ORD100327,CUST00640,Mechanical Keyboard,Accessories,1,149,0.05,141.55,2023-09-07,2023-09-18,Cancelled,Hyderabad,India
ORD100328,CUST00329,ThinkPad X1,Laptops,2,1199,0.29,1702.58,2023-08-22,2023-09-03,Delivered,Los Angeles,USA
ORD100329,CUST00605,DJI Mini 4 Pro,Drones,4,759,0.0,3036.0,2024-05-05,2024-05-08,Processing,Jaipur,India
ORD100330,CUST_GHOST_16,iPhone 15 Pro,Phones,5,999,0.08,-4595.4,2022-02-18,2022-02-26,Processing,Pune,India
ORD100331,CUST00270,MacBook Air M3,Laptops,2,1099,0.21,1736.42,2024-07-08,2024-07-15,Processing,Delhi,India
ORD100332,CUST00341,Sony WH-1000XM5,Audio,4,349,0.2,1116.8,2025-02-03,2025-02-04,Shipped,Singapore,Singapore
ORD100333,CUST00390,Laptop Pro 15,Laptops,5,1299,0.01,6430.05,2023-02-13,2023-02-21,Cancelled,Chicago,USA
ORD100334,CUST00344,MacBook Air M3,Laptops,3,1099,0.21,2604.63,2024-01-22,2024-02-04,Returned,Houston,USA
ORD100335,CUST00355,LG 4K Monitor,Monitors,3,449,0.04,1293.12,2023-06-20,2023-06-29,Shipped,Manchester,UK
ORD100336,CUST00461,AirPods Pro 2,Audio,3,249,0.02,732.06,2022-06-23,2022-07-06,Processing,Birmingham,UK
ORD100337,CUST00826,ThinkPad X1,Laptops,1,1199,0.24,911.24,2022-08-08,2022-08-12,Delivered,Pune,India
ORD100338,CUST00821,Mechanical Keyboard,Accessories,1,149,0.05,141.55,2023-05-01,2023-05-14,Delivered,Bengaluru,India
ORD100339,CUST00350,Laptop Pro 15,Laptops,1,1299,0.22,1013.22,2025-06-18,2025-06-20,Shipped,Abu Dhabi,UAE
ORD100340,CUST00109,Sony A7 IV Camera,Cameras,3,2499,0.24,5697.72,2025-06-08,2025-06-10,Delivered,Melbourne,Australia
ORD100341,CUST00084,iPad Pro 12.9,Tablets,2,1099,0.28,-1582.56,2023-01-16,2023-01-18,Delivered,Mumbai,India
ORD100342,CUST00735,LG 4K Monitor,Monitors,0,449,0.06,844.12,2022-06-12,2022-06-19,Processing,Toronto,Canada
ORD100343,CUST00203,Fitbit Charge 6,Wearables,2,149,0.14,256.28,2024-10-11,2024-10-21,Shipped,Manchester,UK
ORD100344,CUST00063,AirPods Pro 2,Audio,5,249,0.26,921.3,2024-06-25,2024-06-28,Returned,Mumbai,India
ORD100345,CUST_GHOST_8,,Laptops,2,999,0.29,1418.58,2022-10-22,2022-10-31,Returned,Kolkata,India
ORD100346,CUST00869,ThinkPad X1,Laptops,1,1199,0.06,1127.06,2023-10-21,2023-11-03,Shipped,Pune,India
ORD100347,CUST00423,Dell UltraSharp 27,Monitors,5,399,0.09,1815.45,2024-11-03,2024-11-14,Processing,Kolkata,India
ORD100348,CUST00754,LG 4K Monitor,Monitors,3,449,0.25,1010.25,2030-01-01,2023-05-18,Delivered,Toronto,Canada
ORD100349,CUST00067,Sony WH-1000XM5,Audio,3,349,0.23,806.19,2022-05-07,2022-05-09,Cancelled,Los Angeles,USA
ORD100350,CUST00441,MacBook Air M3,Laptops,5,1099,0.23,4231.15,2022-06-13,2022-06-08,Cancelled,Mumbai,India
ORD100351,CUST00371,Dell XPS 13,Laptops,3,999,0.18,2457.54,2025-05-25,2025-06-05,Delivered,Abu Dhabi,UAE
ORD100352,CUST00761,Sony WH-1000XM5,Audio,3,349,0.14,-900.42,2024-09-10,2024-09-16,Cancelled,Surat,India
ORD100353,CUST00763,Canon EOS R6,Cameras,3,2499,0.16,6297.48,2023-01-25,2023-01-29,Returned,Pune,India
ORD100354,CUST00473,MacBook Air M3,Laptops,3,1099,0.12,2901.36,2023-10-27,2023-11-09,Cancelled,London,UK
ORD100355,CUST00756,Sony A7 IV Camera,Cameras,4,2499,0.05,9496.2,2024-02-29,2024-03-07,Delivered,Hyderabad,India
ORD100356,CUST00648,Logitech MX Keys,Accessories,4,89,0.3,249.2,2022-11-02,2022-11-09,Processing,Mumbai,India
ORD100357,CUST00189,LG 4K Monitor,Monitors,2,449,0.05,853.1,2023-03-21,2023-03-23,Delivered,Chicago,USA
ORD100358,CUST00203,Canon EOS R6,Cameras,2,2499,0.08,4598.16,2022-02-14,2022-02-22,Cancelled,Pune,India
ORD100359,CUST00195,AirPods Pro 2,Audio,5,249,0.08,1145.4,2024-09-23,2024-10-03,Cancelled,Houston,USA
ORD100360,CUST_GHOST_1,LG 4K Monitor,Monitors,2,449,1.8,763.3,2023-12-25,2023-12-27,Delivered,New York,USA
ORD100361,CUST00241,Canon EOS R6,Cameras,0,2499,0.09,11370.45,2024-11-28,2024-12-06,Shipped,Houston,USA
ORD100362,CUST00647,Canon EOS R6,Cameras,1,2499,0.29,1774.29,2022-11-21,2022-11-27,Processing,Sydney,Australia
ORD100363,CUST00614,DJI Mini 4 Pro,Drones,4,759,0.18,-2489.52,2022-09-23,2022-10-02,Processing,New York,USA
ORD100364,CUST00485,Mechanical Keyboard,Accessories,2,149,0.11,265.22,2022-05-10,2022-05-11,Cancelled,Los Angeles,USA
ORD100365,CUST00335,LG 4K Monitor,Monitors,2,449,0.06,844.12,2023-04-24,2023-05-08,Processing,Toronto,Canada
ORD100366,CUST00592,Canon EOS R6,Cameras,3,2499,0.17,6222.51,2023-11-10,2023-11-22,Shipped,Hyderabad,India
ORD100367,CUST00235,Logitech MX Keys,Accessories,5,89,0.29,315.95,2025-04-29,2025-05-09,Shipped,Ahmedabad,India
ORD100368,CUST00020,,Cameras,5,2499,0.14,10745.7,2023-10-04,2023-10-13,Delivered,Chicago,USA
ORD100369,CUST00542,iPad Pro 12.9,Tablets,5,1099,0.1,4945.5,2024-10-02,2024-10-10,Returned,Tokyo,Japan
ORD100370,CUST00797,Sony WH-1000XM5,Audio,1,349,0.13,303.63,2023-01-31,2023-02-13,Processing,Melbourne,Australia
ORD100371,CUST00061,iPad Pro 12.9,Tablets,3,1099,0.25,2472.75,2024-08-28,2024-09-01,Shipped,Toronto,Canada
ORD100372,CUST00636,Laptop Pro 15,Laptops,3,1299,0.11,3468.33,2024-09-15,2024-09-24,Shipped,Jaipur,India
ORD100373,CUST00620,Logitech MX Keys,Accessories,4,89,0.3,249.2,2025-01-03,2025-01-07,Shipped,Singapore,Singapore
ORD100374,CUST00063,DJI Mini 4 Pro,Drones,1,759,0.09,-690.69,2023-02-04,2023-02-13,Returned,Surat,India
ORD100375,CUST_GHOST_0,Pixel 8 Pro,Phones,4,699,0.13,2432.52,2023-09-03,2023-09-08,Shipped,Hyderabad,India
ORD100376,CUST00660,AirPods Pro 2,Audio,1,249,0.01,246.51,2024-05-13,2024-05-15,Processing,London,UK
ORD100377,CUST00569,iPad Pro 12.9,Tablets,4,1099,0.19,3560.76,2030-01-01,2022-11-28,Cancelled,Osaka,Japan
ORD100378,CUST00467,Logitech MX Keys,Accessories,1,89,0.28,64.08,2023-07-20,2023-07-24,Returned,London,UK
ORD100379,CUST00331,AirPods Pro 2,Audio,2,249,0.18,408.36,2022-02-04,2022-02-06,Delivered,New York,USA
ORD100380,CUST00323,Apple Watch Ultra,Wearables,0,799,0.11,2844.44,2024-02-08,2024-02-17,Delivered,Toronto,Canada
ORD100381,CUST00335,LG 4K Monitor,Monitors,3,449,0.12,1185.36,2025-06-09,2025-06-23,Delivered,Toronto,Canada
ORD100382,CUST00583,AirPods Pro 2,Audio,3,249,0.17,620.01,2022-03-22,2022-03-31,Delivered,Tokyo,Japan
ORD100383,CUST00070,iPad Pro 12.9,Tablets,4,1099,0.02,4308.08,2022-10-14,2022-10-17,Delivered,Birmingham,UK
ORD100384,CUST00369,Samsung Galaxy S24,Phones,2,799,0.03,1550.06,2024-01-02,2024-01-08,Delivered,Houston,USA
ORD100385,CUST00559,Logitech MX Keys,Accessories,1,89,0.15,-75.65,2022-05-08,2022-05-03,Cancelled,Toronto,Canada
ORD100386,CUST00092,Dell UltraSharp 27,Monitors,2,399,0.16,670.32,2023-03-01,2023-03-09,Shipped,Chennai,India
ORD100387,CUST00661,Sony WH-1000XM5,Audio,2,349,0.07,649.14,2025-02-16,2025-02-17,Delivered,Toronto,Canada
ORD100388,CUST00225,Pixel 8 Pro,Phones,4,699,0.01,2768.04,2023-04-22,2023-04-25,Shipped,Birmingham,UK
ORD100389,CUST00650,Logitech MX Keys,Accessories,3,89,0.12,234.96,2024-03-21,2024-03-22,Returned,Osaka,Japan
ORD100390,CUST_GHOST_13,AirPods Pro 2,Audio,4,249,0.01,986.04,2025-01-31,2025-02-02,Delivered,Kolkata,India
ORD100391,CUST00597,,Wearables,1,699,0.06,657.06,2024-10-03,2024-10-04,Processing,Melbourne,Australia
ORD100392,CUST00522,Dell XPS 13,Laptops,5,999,0.26,3696.3,2022-12-03,2022-12-10,Shipped,Hyderabad,India
ORD100393,CUST00763,Apple Watch Ultra,Wearables,1,799,0.27,583.27,2025-06-29,2025-07-04,Processing,Dubai,UAE
ORD100394,CUST00855,Mechanical Keyboard,Accessories,5,149,0.12,655.6,2023-02-17,2023-03-02,Returned,Jaipur,India
ORD100395,CUST00267,Logitech MX Keys,Accessories,2,89,0.1,160.2,2024-03-15,2024-03-17,Processing,London,UK
ORD100396,CUST00668,Laptop Pro 15,Laptops,4,1299,0.18,-4260.72,2024-11-14,2024-11-27,Cancelled,Kolkata,India
ORD100397,CUST00824,Samsung Galaxy S24,Phones,1,799,0.01,791.01,2022-08-07,2022-08-19,Shipped,Kolkata,India
ORD100398,CUST00691,Garmin Fenix 7,Wearables,3,699,0.25,1572.75,2023-03-15,2023-03-25,Processing,Los Angeles,USA
ORD100399,CUST00236,Sony A7 IV Camera,Cameras,0,2499,0.19,2024.19,2025-03-06,2025-03-20,Processing,Kolkata,India
ORD100400,CUST00222,Fitbit Charge 6,Wearables,1,149,1.8,135.59,2023-01-06,2023-01-20,Processing,Kolkata,India
ORD100401,CUST00469,Canon EOS R6,Cameras,4,2499,0.22,7796.88,2024-03-11,2024-03-21,Shipped,Manchester,UK
ORD100402,CUST00815,Canon EOS R6,Cameras,5,2499,0.18,10245.9,2023-05-24,2023-05-26,Returned,Chennai,India
ORD100403,CUST00878,Laptop Pro 15,Laptops,1,1299,0.19,1052.19,2022-01-23,2022-01-28,Delivered,Surat,India
ORD100404,CUST00164,Sony A7 IV Camera,Cameras,4,2499,0.22,7796.88,2022-07-19,2022-07-20,Processing,Kolkata,India
ORD100405,CUST_GHOST_11,iPhone 15 Pro,Phones,4,999,0.22,3116.88,2022-06-05,2022-06-10,Cancelled,Toronto,Canada
ORD100406,CUST00123,Laptop Pro 15,Laptops,3,1299,0.23,3000.69,2030-01-01,2023-09-14,Processing,London,UK
ORD100407,CUST00763,iPhone 15 Pro,Phones,1,999,0.28,-719.28,2022-03-04,2022-03-12,Shipped,Mumbai,India
ORD100408,CUST00467,ThinkPad X1,Laptops,1,1199,0.22,935.22,2025-04-02,2025-04-14,Returned,Jaipur,India
ORD100409,CUST00492,Sony WH-1000XM5,Audio,1,349,0.21,275.71,2022-05-10,2022-05-22,Shipped,Kolkata,India
